bowler,balls,runs_conceded,wickets,dot_balls,fours_conceded,sixes_conceded,format,overs,economy,bowling_average,bowling_strike_rate,dot_ball_percent,boundary_runs_conceded,boundary_percent_conceded,balls_per_boundary
CM Mbebe,158,199,4,73,22,9,T20I,26.3,7.57,49.75,39.5,46.2,142,71.36,5.1
F Clarke,87,96,4,30,4,4,T20I,14.5,6.62,24.0,21.75,34.48,40,41.67,10.88
Isa Zaroo,56,91,4,20,3,8,T20I,9.3,9.78,22.75,14.0,35.71,60,65.93,5.09
PP Chawla,138,154,4,48,10,5,T20I,23.0,6.7,38.5,34.5,34.78,70,45.45,9.2
S Kaul,60,85,4,24,6,5,T20I,10.0,8.5,21.25,15.0,40.0,54,63.53,5.45
Guido Angeletti,102,97,4,42,5,2,T20I,17.0,5.71,24.25,25.5,41.18,32,32.99,14.57
E Ochieng,118,166,4,42,12,9,T20I,19.7,8.43,41.5,29.5,35.59,102,61.45,5.62
P Arrighi,74,88,4,33,8,3,T20I,12.3,7.15,22.0,18.5,44.59,50,56.82,6.73
Rohan Bhavesh Patel,67,83,4,21,2,4,T20I,11.2,7.41,20.75,16.75,31.34,32,38.55,11.17
Sadat Said,65,89,4,25,8,4,T20I,10.8,8.24,22.25,16.25,38.46,56,62.92,5.42
Arshad Iqbal,57,53,4,27,4,2,T20I,9.5,5.58,13.25,14.25,47.37,28,52.83,9.5
Waqar Khan,42,88,4,9,5,7,T20I,7.0,12.57,22.0,10.5,21.43,62,70.45,3.5
Imtiaz Khan,76,107,4,25,9,4,T20I,12.7,8.43,26.75,19.0,32.89,60,56.07,5.85
MD Dai,126,121,4,46,5,3,T20I,21.0,5.76,30.25,31.5,36.51,38,31.4,15.75
S Kharvi,38,62,4,15,7,3,T20I,6.3,9.84,15.5,9.5,39.47,46,74.19,3.8
Amir Zaib,54,80,4,18,8,3,T20I,9.0,8.89,20.0,13.5,33.33,50,62.5,4.91
Elias Tilman,133,176,4,31,13,3,T20I,22.2,7.93,44.0,33.25,23.31,70,39.77,8.31
CV Harrison,84,119,4,27,7,6,T20I,14.0,8.5,29.75,21.0,32.14,64,53.78,6.46
Shujaat Rasool,83,86,4,36,8,2,T20I,13.8,6.23,21.5,20.75,43.37,44,51.16,8.3
Shariq Munir,126,190,4,45,21,8,T20I,21.0,9.05,47.5,31.5,35.71,132,69.47,4.34
Md Shuayeb,38,50,4,14,3,3,T20I,6.3,7.94,12.5,9.5,36.84,30,60.0,6.33
Tilak Varma,58,56,4,25,4,1,T20I,9.7,5.77,14.0,14.5,43.1,22,39.29,11.6
S Shailesh,82,94,4,29,6,2,T20I,13.7,6.86,23.5,20.5,35.37,36,38.3,10.25
Wang Qi,67,48,4,34,3,0,T20I,11.2,4.29,12.0,16.75,50.75,12,25.0,22.33
JAR Blain,73,64,4,34,6,0,T20I,12.2,5.25,16.0,18.25,46.58,24,37.5,12.17
D Kansonkho,101,121,4,49,11,6,T20I,16.8,7.2,30.25,25.25,48.51,80,66.12,5.94
RM Magare,138,177,4,36,14,4,T20I,23.0,7.7,44.25,34.5,26.09,80,45.2,7.67
GM Ntambalika,79,96,4,39,16,1,T20I,13.2,7.27,24.0,19.75,49.37,70,72.92,4.65
AA Jimoh,76,73,4,33,8,0,T20I,12.7,5.75,18.25,19.0,43.42,32,43.84,9.5
AA Noffke,46,41,4,21,4,0,T20I,7.7,5.32,10.25,11.5,45.65,16,39.02,11.5
Joginder Sharma,91,143,4,29,11,7,T20I,15.2,9.41,35.75,22.75,31.87,86,60.14,5.06
KJ Patel,110,113,4,43,4,5,T20I,18.3,6.17,28.25,27.5,39.09,46,40.71,12.22
R Mondol,79,128,4,31,9,9,T20I,13.2,9.7,32.0,19.75,39.24,90,70.31,4.39
R Sai Kishore,50,38,4,30,1,2,T20I,8.3,4.58,9.5,12.5,60.0,16,42.11,16.67
Rahim Khan,108,102,4,40,2,4,T20I,18.0,5.67,25.5,27.0,37.04,32,31.37,18.0
T Tumursukh,117,180,4,23,14,4,T20I,19.5,9.23,45.0,29.25,19.66,80,44.44,6.5
K Babu,108,161,4,35,6,11,T20I,18.0,8.94,40.25,27.0,32.41,90,55.9,6.35
Mohammad Waheed,81,118,4,24,13,3,T20I,13.5,8.74,29.5,20.25,29.63,70,59.32,5.06
M Shumba,73,103,4,23,9,4,T20I,12.2,8.44,25.75,18.25,31.51,60,58.25,5.62
D Nanda,72,54,4,41,1,2,T20I,12.0,4.5,13.5,18.0,56.94,16,29.63,24.0
Suhail Sattar,92,128,4,20,10,3,T20I,15.3,8.37,32.0,23.0,21.74,58,45.31,7.08
MA Aponso,60,79,4,21,11,1,T20I,10.0,7.9,19.75,15.0,35.0,50,63.29,5.0
CP Schofield,78,92,4,29,5,5,T20I,13.0,7.08,23.0,19.5,37.18,50,54.35,7.8
J Ghadiyali,60,56,4,29,5,1,T20I,10.0,5.6,14.0,15.0,48.33,26,46.43,10.0
RR Simmonds,32,40,4,12,3,1,T20I,5.3,7.55,10.0,8.0,37.5,18,45.0,8.0
M Leporoporo,72,105,4,28,10,5,T20I,12.0,8.75,26.25,18.0,38.89,70,66.67,4.8
Natim Hassam,87,98,4,37,5,6,T20I,14.5,6.76,24.5,21.75,42.53,56,57.14,7.91
R Powell,119,201,4,19,18,7,T20I,19.8,10.15,50.25,29.75,15.97,114,56.72,4.76
P Pirabakaran,40,48,4,16,4,2,T20I,6.7,7.16,12.0,10.0,40.0,28,58.33,6.67
R Baruah,66,90,4,21,8,3,T20I,11.0,8.18,22.5,16.5,31.82,50,55.56,6.0
Matiullah Khan,104,152,4,35,13,7,T20I,17.3,8.79,38.0,26.0,33.65,94,61.84,5.2
D Polpitiya,67,96,4,24,12,0,T20I,11.2,8.57,24.0,16.75,35.82,48,50.0,5.58
CAH Stevenson,74,101,4,22,8,4,T20I,12.3,8.21,25.25,18.5,29.73,56,55.45,6.17
JA Davies,50,58,4,22,6,2,T20I,8.3,6.99,14.5,12.5,44.0,36,62.07,6.25
RR Emrit,97,161,4,27,15,6,T20I,16.2,9.94,40.25,24.25,27.84,96,59.63,4.62
NA Maiolo,99,92,4,46,8,1,T20I,16.5,5.58,23.0,24.75,46.46,38,41.3,11.0
Mohammad Mohsin,72,72,4,31,5,2,T20I,12.0,6.0,18.0,18.0,43.06,32,44.44,10.29
K Sathish,61,74,4,18,4,3,T20I,10.2,7.25,18.5,15.25,29.51,34,45.95,8.71
GD Drummond,125,161,4,42,14,4,T20I,20.8,7.74,40.25,31.25,33.6,80,49.69,6.94
K Sinclair,109,151,4,24,10,4,T20I,18.2,8.3,37.75,27.25,22.02,64,42.38,7.79
A Andrews,62,64,4,27,6,0,T20I,10.3,6.21,16.0,15.5,43.55,24,37.5,10.33
AE Isesele,42,63,4,18,9,2,T20I,7.0,9.0,15.75,10.5,42.86,48,76.19,3.82
Mohammed Alamgir,86,124,4,27,12,1,T20I,14.3,8.67,31.0,21.5,31.4,54,43.55,6.62
RJ Harris,72,95,4,28,9,4,T20I,12.0,7.92,23.75,18.0,38.89,60,63.16,5.54
K Weeraratne,74,105,4,22,3,6,T20I,12.3,8.54,26.25,18.5,29.73,48,45.71,8.22
O Sam Arthur,80,90,4,30,5,4,T20I,13.3,6.77,22.5,20.0,37.5,44,48.89,8.89
Muhammed Imran,35,42,4,15,7,0,T20I,5.8,7.24,10.5,8.75,42.86,28,66.67,5.0
Zong Yuechao,105,152,4,39,9,11,T20I,17.5,8.69,38.0,26.25,37.14,102,67.11,5.25
Muhammad Kashif,78,121,4,27,12,5,T20I,13.0,9.31,30.25,19.5,34.62,78,64.46,4.59
JR Newton,123,150,4,57,16,6,T20I,20.5,7.32,37.5,30.75,46.34,100,66.67,5.59
PEA Karunarathna,139,168,4,51,11,6,T20I,23.2,7.24,42.0,34.75,36.69,80,47.62,8.18
Mazharul Islam,83,98,4,31,7,3,T20I,13.8,7.1,24.5,20.75,37.35,46,46.94,8.3
Tamoor Sajjad,126,155,4,44,9,8,T20I,21.0,7.38,38.75,31.5,34.92,84,54.19,7.41
Jitin Singh,27,48,4,9,3,3,T20I,4.5,10.67,12.0,6.75,33.33,30,62.5,4.5
I Tchakou,56,67,4,20,4,2,T20I,9.3,7.2,16.75,14.0,35.71,28,41.79,9.33
E Ernest,116,94,4,61,7,2,T20I,19.3,4.87,23.5,29.0,52.59,40,42.55,12.89
Omar Rassol,124,223,4,37,22,11,T20I,20.7,10.77,55.75,31.0,29.84,154,69.06,3.76
MP O'Dowd,112,158,4,37,10,9,T20I,18.7,8.45,39.5,28.0,33.04,94,59.49,5.89
Shahzaib,97,78,4,51,8,0,T20I,16.2,4.81,19.5,24.25,52.58,32,41.03,12.12
RJG Palmer,104,103,4,43,5,3,T20I,17.3,5.95,25.75,26.0,41.35,38,36.89,13.0
FFZ Nhaduate,46,54,4,19,5,2,T20I,7.7,7.01,13.5,11.5,41.3,32,59.26,6.57
J Henry,84,119,4,23,8,4,T20I,14.0,8.5,29.75,21.0,27.38,56,47.06,7.0
KD Mehta,43,43,4,19,5,0,T20I,7.2,5.97,10.75,10.75,44.19,20,46.51,8.6
G Mubiru,54,48,4,25,2,2,T20I,9.0,5.33,12.0,13.5,46.3,20,41.67,13.5
A Dowling,50,86,4,10,7,4,T20I,8.3,10.36,21.5,12.5,20.0,52,60.47,4.55
JL Kovacic,94,104,4,46,9,4,T20I,15.7,6.62,26.0,23.5,48.94,60,57.69,7.23
Rudolph Fox,85,99,4,31,3,5,T20I,14.2,6.97,24.75,21.25,36.47,42,42.42,10.62
Nawaf Ahmed,102,129,4,35,10,3,T20I,17.0,7.59,32.25,25.5,34.31,58,44.96,7.85
PD Blignaut,83,86,4,37,5,4,T20I,13.8,6.23,21.5,20.75,44.58,44,51.16,9.22
R Parag,75,83,4,29,8,1,T20I,12.5,6.64,20.75,18.75,38.67,38,45.78,8.33
R Francis,101,119,4,46,15,2,T20I,16.8,7.08,29.75,25.25,45.54,72,60.5,5.94
Sohail Ahmed,118,155,4,46,8,9,T20I,19.7,7.87,38.75,29.5,38.98,86,55.48,6.94
SPS Shikongo,74,78,4,30,6,2,T20I,12.3,6.34,19.5,18.5,40.54,36,46.15,9.25
MM Patel,60,87,4,25,10,4,T20I,10.0,8.7,21.75,15.0,41.67,64,73.56,4.29
CJ McKay,140,183,4,50,21,3,T20I,23.3,7.85,45.75,35.0,35.71,102,55.74,5.83
VT Thiyanesh,64,66,4,29,4,3,T20I,10.7,6.17,16.5,16.0,45.31,34,51.52,9.14
VD Philander,87,118,4,38,2,9,T20I,14.5,8.14,29.5,21.75,43.68,62,52.54,7.91
HMCM Bandara,86,97,4,32,4,5,T20I,14.3,6.78,24.25,21.5,37.21,46,47.42,9.56
V Kohli,155,207,4,41,18,4,T20I,25.8,8.02,51.75,38.75,26.45,96,46.38,7.05
S Sengupta,105,160,4,34,6,11,T20I,17.5,9.14,40.0,26.25,32.38,90,56.25,6.18
M Whelan,116,218,4,30,11,16,T20I,19.3,11.3,54.5,29.0,25.86,140,64.22,4.3
SW Masakadza,124,213,4,28,17,9,T20I,20.7,10.29,53.25,31.0,22.58,122,57.28,4.77
K Macheka,43,60,4,19,5,3,T20I,7.2,8.33,15.0,10.75,44.19,38,63.33,5.38
Mohsin Khan,56,73,4,23,11,0,T20I,9.3,7.85,18.25,14.0,41.07,44,60.27,5.09
K Dorji,76,114,4,20,8,4,T20I,12.7,8.98,28.5,19.0,26.32,56,49.12,6.33
AN Hyobeom,75,87,4,25,8,1,T20I,12.5,6.96,21.75,18.75,33.33,38,43.68,8.33
J Madan,86,154,4,31,15,10,T20I,14.3,10.77,38.5,21.5,36.05,120,77.92,3.44
Farmanullah Ghari,61,56,4,33,4,3,T20I,10.2,5.49,14.0,15.25,54.1,34,60.71,8.71
B Balala,229,320,4,83,27,15,T20I,38.2,8.38,80.0,57.25,36.24,198,61.88,5.45
MD Bates,67,108,4,19,8,6,T20I,11.2,9.64,27.0,16.75,28.36,68,62.96,4.79
Mohammad Asaduzzaman,149,177,4,47,6,7,T20I,24.8,7.14,44.25,37.25,31.54,66,37.29,11.46
E Frimpong,60,33,4,40,3,0,T20I,10.0,3.3,8.25,15.0,66.67,12,36.36,20.0
D Finau,87,138,4,28,14,6,T20I,14.5,9.52,34.5,21.75,32.18,92,66.67,4.35
E Haven,32,26,4,19,2,1,T20I,5.3,4.91,6.5,8.0,59.38,14,53.85,10.67
G Richardson,75,97,4,28,6,5,T20I,12.5,7.76,24.25,18.75,37.33,54,55.67,6.82
NS Dhaliwal,61,61,4,29,2,4,T20I,10.2,5.98,15.25,15.25,47.54,32,52.46,10.17
C Roberts,38,60,4,16,5,4,T20I,6.3,9.52,15.0,9.5,42.11,44,73.33,4.22
K Lake,77,61,4,42,5,1,T20I,12.8,4.77,15.25,19.25,54.55,26,42.62,12.83
Tauqeer Hussain,52,56,4,18,4,0,T20I,8.7,6.44,14.0,13.0,34.62,16,28.57,13.0
AA Paradkar,55,72,4,18,8,1,T20I,9.2,7.83,18.0,13.75,32.73,38,52.78,6.11
Aarif Sheikh,97,136,4,36,13,6,T20I,16.2,8.4,34.0,24.25,37.11,88,64.71,5.11
J Lewis,42,56,4,19,5,2,T20I,7.0,8.0,14.0,10.5,45.24,32,57.14,6.0
Yasir Mehmood,77,85,4,30,2,5,T20I,12.8,6.64,21.25,19.25,38.96,38,44.71,11.0
C Munro,119,186,4,27,12,10,T20I,19.8,9.39,46.5,29.75,22.69,108,58.06,5.41
BV Vitori,253,329,4,91,37,5,T20I,42.2,7.8,82.25,63.25,35.97,178,54.1,6.02
GE Mathurin,62,69,4,25,1,5,T20I,10.3,6.7,17.25,15.5,40.32,34,49.28,10.33
Virendra Kumar,62,74,4,33,6,5,T20I,10.3,7.18,18.5,15.5,53.23,54,72.97,5.64
Zain Ali,49,45,4,25,5,1,T20I,8.2,5.49,11.25,12.25,51.02,26,57.78,8.17
Firas Hussain,106,160,4,30,16,5,T20I,17.7,9.04,40.0,26.5,28.3,94,58.75,5.05
Azri Azhar,144,177,4,60,17,6,T20I,24.0,7.38,44.25,36.0,41.67,104,58.76,6.26
A Kaul,35,31,4,14,1,1,T20I,5.8,5.34,7.75,8.75,40.0,10,32.26,17.5
ST Yalimaiwai,62,62,4,26,6,1,T20I,10.3,6.02,15.5,15.5,41.94,30,48.39,8.86
Osama Mahmood,103,112,4,47,7,5,T20I,17.2,6.51,28.0,25.75,45.63,58,51.79,8.58
ML Lewis,45,50,4,18,4,1,T20I,7.5,6.67,12.5,11.25,40.0,22,44.0,9.0
MMR Obili,150,178,4,54,15,4,T20I,25.0,7.12,44.5,37.5,36.0,84,47.19,7.89
C Smith,87,91,4,32,4,3,T20I,14.5,6.28,22.75,21.75,36.78,34,37.36,12.43
TE Kane,51,67,4,17,9,1,T20I,8.5,7.88,16.75,12.75,33.33,42,62.69,5.1
NJ Astle,41,51,4,14,4,2,T20I,6.8,7.5,12.75,10.25,34.15,28,54.9,6.83
JS Kundi,78,94,4,25,7,1,T20I,13.0,7.23,23.5,19.5,32.05,34,36.17,9.75
S Tabuisulu,216,269,4,90,29,8,T20I,36.0,7.47,67.25,54.0,41.67,164,60.97,5.84
Kamal Raiz,61,50,4,33,3,1,T20I,10.2,4.9,12.5,15.25,54.1,18,36.0,15.25
E Leie,37,49,4,11,2,3,T20I,6.2,7.9,12.25,9.25,29.73,26,53.06,7.4
AJ Turner,83,83,4,35,7,1,T20I,13.8,6.01,20.75,20.75,42.17,34,40.96,10.38
MP Yadav,77,87,4,34,8,3,T20I,12.8,6.8,21.75,19.25,44.16,50,57.47,7.0
LW Potthoff,34,33,4,13,4,0,T20I,5.7,5.79,8.25,8.5,38.24,16,48.48,8.5
M Grzinic,36,18,4,27,3,0,T20I,6.0,3.0,4.5,9.0,75.0,12,66.67,12.0
Ehsan Nawaz,67,109,4,26,17,2,T20I,11.2,9.73,27.25,16.75,38.81,80,73.39,3.53
D Ajekun,74,89,4,24,5,3,T20I,12.3,7.24,22.25,18.5,32.43,38,42.7,9.25
J Baker,47,65,3,17,2,4,T20I,7.8,8.33,21.67,15.67,36.17,32,49.23,7.83
Muhammad Usman,123,133,3,52,9,5,T20I,20.5,6.49,44.33,41.0,42.28,66,49.62,8.79
Prince Yadav,26,22,3,11,2,0,T20I,4.3,5.12,7.33,8.67,42.31,8,36.36,13.0
C Greenshields,53,58,3,16,1,1,T20I,8.8,6.59,19.33,17.67,30.19,10,17.24,26.5
NG Smith,33,47,3,11,4,2,T20I,5.5,8.55,15.67,11.0,33.33,28,59.57,5.5
L Makgale,26,10,3,17,0,0,T20I,4.3,2.33,3.33,8.67,65.38,0,0.0,
NH Ekanayake,63,60,3,26,3,1,T20I,10.5,5.71,20.0,21.0,41.27,18,30.0,15.75
AT Nidamanuru,24,30,3,7,2,1,T20I,4.0,7.5,10.0,8.0,29.17,14,46.67,8.0
Walid Ghauri,88,117,3,27,6,6,T20I,14.7,7.96,39.0,29.33,30.68,60,51.28,7.33
Rafiulah Alokozai,110,163,3,39,13,8,T20I,18.3,8.91,54.33,36.67,35.45,100,61.35,5.24
MS Chapman,67,76,3,23,3,3,T20I,11.2,6.79,25.33,22.33,34.33,30,39.47,11.17
Nahid Rana,60,106,3,20,11,5,T20I,10.0,10.6,35.33,20.0,33.33,74,69.81,3.75
Abdul Gaffar Saqlain,46,85,3,12,11,3,T20I,7.7,11.04,28.33,15.33,26.09,62,72.94,3.29
MT Renshaw,36,43,3,13,3,2,T20I,6.0,7.17,14.33,12.0,36.11,24,55.81,7.2
J Mathew,39,43,3,11,3,0,T20I,6.5,6.62,14.33,13.0,28.21,12,27.91,13.0
Pargat Singh,55,92,3,14,4,6,T20I,9.2,10.0,30.67,18.33,25.45,52,56.52,5.5
Naveed Shahid,87,104,3,34,11,3,T20I,14.5,7.17,34.67,29.0,39.08,62,59.62,6.21
P Vekaria,133,160,3,54,18,4,T20I,22.2,7.21,53.33,44.33,40.6,96,60.0,6.05
Ismaila Tanba,63,99,3,20,8,5,T20I,10.5,9.43,33.0,21.0,31.75,62,62.63,4.85
Muhammad Fahim,156,197,3,66,25,4,T20I,26.0,7.58,65.67,52.0,42.31,124,62.94,5.38
Iqbal Hossain,31,31,3,8,2,0,T20I,5.2,5.96,10.33,10.33,25.81,8,25.81,15.5
Itibarshah Deedar,126,162,3,35,11,3,T20I,21.0,7.71,54.0,42.0,27.78,62,38.27,9.0
A Gupta,77,112,3,22,8,4,T20I,12.8,8.75,37.33,25.67,28.57,56,50.0,6.42
M Breban,25,24,3,10,3,0,T20I,4.2,5.71,8.0,8.33,40.0,12,50.0,8.33
S Vats,111,173,3,34,10,11,T20I,18.5,9.35,57.67,37.0,30.63,106,61.27,5.29
Nazril Rahman,100,164,3,25,12,8,T20I,16.7,9.82,54.67,33.33,25.0,96,58.54,5.0
A Chaudhary,81,105,3,33,10,4,T20I,13.5,7.78,35.0,27.0,40.74,64,60.95,5.79
K Subramanian,25,27,3,9,0,2,T20I,4.2,6.43,9.0,8.33,36.0,12,44.44,12.5
J Daley,38,32,3,25,6,0,T20I,6.3,5.08,10.67,12.67,65.79,24,75.0,6.33
MNR Cooray,87,96,3,27,4,3,T20I,14.5,6.62,32.0,29.0,31.03,34,35.42,12.43
N Pathan,50,81,3,16,15,0,T20I,8.3,9.76,27.0,16.67,32.0,60,74.07,3.33
PJ Ongondo,116,116,3,63,12,3,T20I,19.3,6.01,38.67,38.67,54.31,66,56.9,7.73
Riaz Afridi,70,97,3,19,9,1,T20I,11.7,8.29,32.33,23.33,27.14,42,43.3,7.0
SI Mahmood,93,155,3,35,17,7,T20I,15.5,10.0,51.67,31.0,37.63,110,70.97,3.88
ML Bojang,100,81,3,47,5,0,T20I,16.7,4.85,27.0,33.33,47.0,20,24.69,20.0
P Raho,18,20,3,5,1,0,T20I,3.0,6.67,6.67,6.0,27.78,4,20.0,18.0
SDJJ Dima,84,121,3,22,6,5,T20I,14.0,8.64,40.33,28.0,26.19,54,44.63,7.64
ML Kostic,77,158,3,21,12,12,T20I,12.8,12.34,52.67,25.67,27.27,120,75.95,3.21
VM Nyauchi,43,66,3,12,8,0,T20I,7.2,9.17,22.0,14.33,27.91,32,48.48,5.38
TLW Cooper,90,118,3,23,7,5,T20I,15.0,7.87,39.33,30.0,25.56,58,49.15,7.5
AS Abioye,49,70,3,16,7,1,T20I,8.2,8.54,23.33,16.33,32.65,34,48.57,6.12
Sagar Pun,99,97,3,37,4,2,T20I,16.5,5.88,32.33,33.0,37.37,28,28.87,16.5
Lakshit Gupta,88,140,3,26,8,10,T20I,14.7,9.52,46.67,29.33,29.55,92,65.71,4.89
US Hathinjar,35,45,3,12,3,2,T20I,5.8,7.76,15.0,11.67,34.29,24,53.33,7.0
Manish Sharma,56,78,3,26,8,3,T20I,9.3,8.39,26.0,18.67,46.43,50,64.1,5.09
D St Ange,66,68,3,29,7,1,T20I,11.0,6.18,22.67,22.0,43.94,34,50.0,8.25
HF Gurney,49,56,3,19,6,1,T20I,8.2,6.83,18.67,16.33,38.78,30,53.57,7.0
MB van Schelven,42,37,3,22,3,0,T20I,7.0,5.29,12.33,14.0,52.38,12,32.43,14.0
R Sharma,77,119,3,22,10,5,T20I,12.8,9.3,39.67,25.67,28.57,70,58.82,5.13
AJA Samuels,108,139,3,45,15,4,T20I,18.0,7.72,46.33,36.0,41.67,84,60.43,5.68
Muhammad Ansar,38,56,3,16,8,1,T20I,6.3,8.89,18.67,12.67,42.11,38,67.86,4.22
MP Kuhnemann,165,220,3,58,18,9,T20I,27.5,8.0,73.33,55.0,35.15,126,57.27,6.11
PR Brown,83,131,3,17,8,7,T20I,13.8,9.49,43.67,27.67,20.48,74,56.49,5.53
GG Banner,40,59,3,15,5,2,T20I,6.7,8.81,19.67,13.33,37.5,32,54.24,5.71
JT Darrell,43,23,3,24,1,0,T20I,7.2,3.19,7.67,14.33,55.81,4,17.39,43.0
RMR Brathwaite,84,130,3,21,11,5,T20I,14.0,9.29,43.33,28.0,25.0,74,56.92,5.25
D Ahir,68,78,3,18,1,4,T20I,11.3,6.9,26.0,22.67,26.47,28,35.9,13.6
Mohamed Khan,36,41,3,11,1,1,T20I,6.0,6.83,13.67,12.0,30.56,10,24.39,18.0
Mustapha Yusuf,87,122,3,38,14,5,T20I,14.5,8.41,40.67,29.0,43.68,86,70.49,4.58
SK Atai,93,111,3,25,5,4,T20I,15.5,7.16,37.0,31.0,26.88,44,39.64,10.33
SD Parry,96,138,3,29,8,8,T20I,16.0,8.62,46.0,32.0,30.21,80,57.97,6.0
Amir Khan,33,28,3,17,0,2,T20I,5.5,5.09,9.33,11.0,51.52,12,42.86,16.5
JW Chilia,173,181,3,74,16,4,T20I,28.8,6.28,60.33,57.67,42.77,88,48.62,8.65
Sageer Ahmad,104,101,3,54,6,5,T20I,17.3,5.84,33.67,34.67,51.92,54,53.47,9.45
CV Ranasinghe,85,105,3,38,12,3,T20I,14.2,7.39,35.0,28.33,44.71,66,62.86,5.67
DS Kulkarni,50,61,3,22,8,1,T20I,8.3,7.35,20.33,16.67,44.0,38,62.3,5.56
ST Gabriel,48,58,3,19,6,1,T20I,8.0,7.25,19.33,16.0,39.58,30,51.72,6.86
A Chaubey,89,133,3,32,12,5,T20I,14.8,8.99,44.33,29.67,35.96,78,58.65,5.24
I Uboh,80,112,3,23,9,4,T20I,13.3,8.42,37.33,26.67,28.75,60,53.57,6.15
Adnan Razzaq,103,144,3,32,12,5,T20I,17.2,8.37,48.0,34.33,31.07,78,54.17,6.06
P Murungi,67,76,3,28,7,1,T20I,11.2,6.79,25.33,22.33,41.79,34,44.74,8.38
CS MacLeod,141,184,3,44,18,4,T20I,23.5,7.83,61.33,47.0,31.21,96,52.17,6.41
DJM Short,115,152,3,29,7,7,T20I,19.2,7.92,50.67,38.33,25.22,70,46.05,8.21
Imran Butt,49,72,3,18,8,3,T20I,8.2,8.78,24.0,16.33,36.73,50,69.44,4.45
S Vasilakis,64,76,3,25,9,1,T20I,10.7,7.1,25.33,21.33,39.06,42,55.26,6.4
V Shaw,45,41,3,18,2,0,T20I,7.5,5.47,13.67,15.0,40.0,8,19.51,22.5
T Yotharat,65,59,3,28,6,0,T20I,10.8,5.46,19.67,21.67,43.08,24,40.68,10.83
Ahmed Hassan,52,49,3,26,5,1,T20I,8.7,5.63,16.33,17.33,50.0,26,53.06,8.67
Asrar Ahmed,68,117,3,32,12,8,T20I,11.3,10.35,39.0,22.67,47.06,96,82.05,3.4
SG Whittingham,64,79,3,22,10,0,T20I,10.7,7.38,26.33,21.33,34.38,40,50.63,6.4
Saqib Zulfiqar,78,83,3,26,6,1,T20I,13.0,6.38,27.67,26.0,33.33,30,36.14,11.14
LP Kasturiarachchige,60,81,3,21,6,3,T20I,10.0,8.1,27.0,20.0,35.0,42,51.85,6.67
V Zanko,44,56,3,18,4,3,T20I,7.3,7.67,18.67,14.67,40.91,34,60.71,6.29
B Keganne,60,78,3,25,5,3,T20I,10.0,7.8,26.0,20.0,41.67,38,48.72,7.5
S Selvaraj,110,119,3,45,7,4,T20I,18.3,6.5,39.67,36.67,40.91,52,43.7,10.0
N Venables,128,125,3,61,9,4,T20I,21.3,5.87,41.67,42.67,47.66,60,48.0,9.85
Ajhar Alam,69,109,3,22,12,4,T20I,11.5,9.48,36.33,23.0,31.88,72,66.06,4.31
A Razmilic,86,167,3,14,4,15,T20I,14.3,11.68,55.67,28.67,16.28,106,63.47,4.53
AAH Bhikari,31,53,3,8,7,1,T20I,5.2,10.19,17.67,10.33,25.81,34,64.15,3.88
YS Chauhan,38,60,3,14,2,5,T20I,6.3,9.52,20.0,12.67,36.84,38,63.33,5.43
Sanjay Kumar Ahir,80,82,3,36,9,0,T20I,13.3,6.17,27.33,26.67,45.0,36,43.9,8.89
P Kerai,54,75,3,18,5,4,T20I,9.0,8.33,25.0,18.0,33.33,44,58.67,6.0
K Modise,30,41,3,13,1,4,T20I,5.0,8.2,13.67,10.0,43.33,28,68.29,6.0
SK Gedara,51,68,3,17,7,2,T20I,8.5,8.0,22.67,17.0,33.33,40,58.82,5.67
NL Ujawe,55,62,3,21,7,1,T20I,9.2,6.74,20.67,18.33,38.18,34,54.84,6.88
MC Alex,141,204,3,34,12,7,T20I,23.5,8.68,68.0,47.0,24.11,90,44.12,7.42
A Nagarajan,95,136,3,23,8,8,T20I,15.8,8.61,45.33,31.67,24.21,80,58.82,5.94
Mohammed Aslam,25,20,3,13,2,0,T20I,4.2,4.76,6.67,8.33,52.0,8,40.0,12.5
KC D'Souza,92,84,3,40,4,2,T20I,15.3,5.49,28.0,30.67,43.48,28,33.33,15.33
R Dhiman,74,86,3,28,5,3,T20I,12.3,6.99,28.67,24.67,37.84,38,44.19,9.25
Ankit Dubey,33,23,3,18,1,1,T20I,5.5,4.18,7.67,11.0,54.55,10,43.48,16.5
Ali Abdulla Popalzae,18,22,3,3,0,1,T20I,3.0,7.33,7.33,6.0,16.67,6,27.27,18.0
MS Diawara,62,79,3,17,6,0,T20I,10.3,7.67,26.33,20.67,27.42,24,30.38,10.33
SG Diaby,187,224,3,72,17,5,T20I,31.2,7.18,74.67,62.33,38.5,98,43.75,8.5
Hamza Dar,78,104,3,23,8,3,T20I,13.0,8.0,34.67,26.0,29.49,50,48.08,7.09
Waleed Rana,43,59,3,8,2,3,T20I,7.2,8.19,19.67,14.33,18.6,26,44.07,8.6
Muhammad Adil,42,61,3,11,4,3,T20I,7.0,8.71,20.33,14.0,26.19,34,55.74,6.0
Shuaib Al Balushi,69,96,3,27,14,1,T20I,11.5,8.35,32.0,23.0,39.13,62,64.58,4.6
Sai Hla Htwe,59,61,3,22,4,1,T20I,9.8,6.22,20.33,19.67,37.29,22,36.07,11.8
Aqif Farooq,71,124,3,24,12,7,T20I,11.8,10.51,41.33,23.67,33.8,90,72.58,3.74
