player,team,matches,format,runs,balls_x,fours,sixes,outs,average,strike_rate,boundary_runs,boundary_percent,balls_per_boundary_x,balls_y,runs_conceded,wickets,dot_balls,fours_conceded,sixes_conceded,overs,economy,bowling_average,bowling_strike_rate,dot_ball_percent,boundary_runs_conceded,boundary_percent_conceded,balls_per_boundary_y,strengths,weaknesses
Imran Haider,United Arab Emirates,10,T20I,4.0,8.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,151.0,205.0,5.0,47.0,14.0,8.0,25.2,8.13,41.0,30.2,31.13,104.0,50.73,6.86,Developing Player,No Major Weakness Detected
WJ Malinda,Maldives,10,T20I,24.0,34.0,0.0,1.0,4.0,6.0,70.59,6.0,25.0,34.0,58.0,66.0,1.0,25.0,6.0,2.0,9.7,6.8,66.0,58.0,43.1,36.0,54.55,7.25,"Economical Bowler, Creates Pressure",No Major Weakness Detected
Mohamed Mahfooz,Maldives,10,T20I,45.0,71.0,2.0,0.0,4.0,11.25,63.38,8.0,17.78,35.5,187.0,220.0,10.0,72.0,10.0,11.0,31.2,7.05,22.0,18.7,38.5,106.0,48.18,8.9,Developing Player,No Major Weakness Detected
Harry Johnson,Guernsey,10,T20I,2.0,3.0,0.0,0.0,1.0,2.0,66.67,0.0,0.0,0.0,207.0,285.0,9.0,68.0,29.0,9.0,34.5,8.26,31.67,23.0,32.85,170.0,59.65,5.45,Developing Player,No Major Weakness Detected
OSB Tilley,Croatia,10,T20I,77.0,96.0,10.0,0.0,8.0,9.62,80.21,40.0,51.95,9.6,59.0,93.0,2.0,14.0,8.0,4.0,9.8,9.49,46.5,29.5,23.73,56.0,60.22,4.92,Developing Player,Expensive Bowler
I Uboh,Nigeria,10,T20I,1.0,4.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,80.0,112.0,3.0,23.0,9.0,4.0,13.3,8.42,37.33,26.67,28.75,60.0,53.57,6.15,Developing Player,No Major Weakness Detected
Navdeep Saini,India,10,T20I,12.0,11.0,2.0,0.0,0.0,0.0,109.09,8.0,66.67,5.5,204.0,241.0,13.0,99.0,25.0,10.0,34.0,7.09,18.54,15.69,48.53,160.0,66.39,5.83,"Boundary Hitter, Creates Pressure",No Major Weakness Detected
Raza Hasan,Pakistan,10,T20I,18.0,25.0,2.0,0.0,0.0,0.0,72.0,8.0,44.44,12.5,233.0,225.0,10.0,108.0,15.0,7.0,38.8,5.8,22.5,23.3,46.35,102.0,45.33,10.59,"Economical Bowler, Creates Pressure",No Major Weakness Detected
Chare Smith,Bermuda,10,T20I,1.0,4.0,0.0,0.0,1.0,1.0,25.0,0.0,0.0,0.0,220.0,224.0,7.0,113.0,15.0,11.0,36.7,6.1,32.0,31.43,51.36,126.0,56.25,8.46,"Economical Bowler, Creates Pressure",No Major Weakness Detected
Aziz Sualley,Ghana,10,T20I,9.0,17.0,1.0,0.0,3.0,3.0,52.94,4.0,44.44,17.0,101.0,106.0,5.0,48.0,8.0,2.0,16.8,6.31,21.2,20.2,47.52,44.0,41.51,10.1,"Economical Bowler, Creates Pressure",No Major Weakness Detected
L Bonner,Belize,10,T20I,142.0,125.0,12.0,6.0,9.0,15.78,113.6,84.0,59.15,6.94,226.0,191.0,18.0,115.0,16.0,2.0,37.7,5.07,10.61,12.56,50.88,76.0,39.79,12.56,"Boundary Hitter, Economical Bowler, Creates Pressure",No Major Weakness Detected
O Casasola,Belize,10,T20I,88.0,153.0,6.0,0.0,10.0,8.8,57.52,24.0,27.27,25.5,51.0,59.0,2.0,19.0,3.0,1.0,8.5,6.94,29.5,25.5,37.25,18.0,30.51,12.75,Economical Bowler,No Major Weakness Detected
Shahbaz Badar,Bahrain,10,T20I,81.0,99.0,6.0,1.0,9.0,9.0,81.82,30.0,37.04,14.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
P Hatchman,Gibraltar,10,T20I,63.0,75.0,3.0,2.0,7.0,9.0,84.0,24.0,38.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Muhammad Naeem,Saudi Arabia,10,T20I,97.0,109.0,4.0,6.0,8.0,12.12,88.99,52.0,53.61,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Iftikhar Kankhel,Belgium,10,T20I,9.0,14.0,1.0,0.0,2.0,4.5,64.29,4.0,44.44,14.0,193.0,273.0,13.0,76.0,25.0,14.0,32.2,8.48,21.0,14.85,39.38,184.0,67.4,4.95,Developing Player,No Major Weakness Detected
Naeem Gull,Swaziland,10,T20I,152.0,183.0,21.0,2.0,9.0,16.89,83.06,96.0,63.16,7.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
C Forbes,Swaziland,10,T20I,109.0,143.0,15.0,1.0,9.0,12.11,76.22,66.0,60.55,8.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
MV Matsau,Lesotho,10,T20I,6.0,24.0,0.0,0.0,4.0,1.5,25.0,0.0,0.0,0.0,99.0,157.0,6.0,26.0,17.0,3.0,16.5,9.52,26.17,16.5,26.26,86.0,54.78,4.95,Developing Player,Expensive Bowler
RGA Amah,Cameroon,10,T20I,119.0,176.0,10.0,1.0,9.0,13.22,67.61,46.0,38.66,16.0,14.0,19.0,0.0,4.0,2.0,0.0,2.3,8.26,0.0,0.0,28.57,8.0,42.11,7.0,Developing Player,No Major Weakness Detected
Sohag Gazi,Bangladesh,10,T20I,57.0,60.0,3.0,1.0,3.0,19.0,95.0,18.0,31.58,15.0,215.0,303.0,4.0,73.0,30.0,11.0,35.8,8.46,75.75,53.75,33.95,186.0,61.39,5.24,Developing Player,No Major Weakness Detected
N Ndzeute,Mozambique,10,T20I,1.0,2.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,142.0,199.0,8.0,64.0,20.0,10.0,23.7,8.4,24.88,17.75,45.07,140.0,70.35,4.73,Creates Pressure,No Major Weakness Detected
K Christie,Hong Kong,10,T20I,14.0,19.0,0.0,0.0,1.0,14.0,73.68,0.0,0.0,0.0,224.0,280.0,9.0,85.0,28.0,7.0,37.3,7.51,31.11,24.89,37.95,154.0,55.0,6.4,Developing Player,No Major Weakness Detected
Sheraz Sirwari,Switzerland,10,T20I,42.0,32.0,0.0,5.0,5.0,8.4,131.25,30.0,71.43,6.4,195.0,258.0,9.0,79.0,28.0,8.0,32.5,7.94,28.67,21.67,40.51,160.0,62.02,5.42,"Boundary Hitter, Creates Pressure",No Major Weakness Detected
Zeeshan Goraya,Austria,10,T20I,29.0,39.0,2.0,1.0,5.0,5.8,74.36,14.0,48.28,13.0,151.0,223.0,8.0,74.0,26.0,12.0,25.2,8.85,27.88,18.88,49.01,176.0,78.92,3.97,Creates Pressure,No Major Weakness Detected
SM Tupou,Fiji,10,T20I,102.0,134.0,4.0,5.0,10.0,10.2,76.12,46.0,45.1,14.89,225.0,236.0,16.0,89.0,9.0,10.0,37.5,6.29,14.75,14.06,39.56,96.0,40.68,11.84,Economical Bowler,No Major Weakness Detected
J Baleicikoibia,Fiji,10,T20I,111.0,169.0,8.0,2.0,10.0,11.1,65.68,44.0,39.64,16.9,49.0,79.0,2.0,14.0,8.0,3.0,8.2,9.63,39.5,24.5,28.57,50.0,63.29,4.45,Developing Player,Expensive Bowler
N Acawei,Fiji,10,T20I,108.0,137.0,7.0,5.0,9.0,12.0,78.83,58.0,53.7,11.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Virk Ali,France,10,T20I,178.0,197.0,14.0,4.0,9.0,19.78,90.36,80.0,44.94,10.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
SJ Patel,Czech Republic,10,T20I,2.0,13.0,0.0,0.0,3.0,0.67,15.38,0.0,0.0,0.0,94.0,110.0,6.0,35.0,8.0,2.0,15.7,7.01,18.33,15.67,37.23,44.0,40.0,9.4,Developing Player,No Major Weakness Detected
KS Airee,Nepal,10,T20I,18.0,18.0,1.0,1.0,3.0,6.0,100.0,10.0,55.56,9.0,220.0,230.0,15.0,95.0,18.0,6.0,36.7,6.27,15.33,14.67,43.18,108.0,46.96,9.17,"Boundary Hitter, Economical Bowler, Creates Pressure",No Major Weakness Detected
Shahab Alam,Nepal,10,T20I,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,257.0,6.0,75.0,10.0,19.0,31.0,8.29,42.83,31.0,40.32,154.0,59.92,6.41,Creates Pressure,No Major Weakness Detected
M Heingo,Namibia,10,T20I,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,247.0,10.0,54.0,17.0,15.0,26.0,9.5,24.7,15.6,34.62,158.0,63.97,4.88,Developing Player,Expensive Bowler
Z Makadji,Mali,10,T20I,21.0,50.0,1.0,0.0,7.0,3.0,42.0,4.0,19.05,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
DB Lakhani,Sweden,10,T20I,135.0,129.0,12.0,6.0,9.0,15.0,104.65,84.0,62.22,7.17,47.0,56.0,5.0,18.0,4.0,2.0,7.8,7.18,11.2,9.4,38.3,28.0,50.0,7.83,Boundary Hitter,No Major Weakness Detected
M Spoors,Canada,10,T20I,269.0,231.0,30.0,6.0,7.0,38.43,116.45,156.0,57.99,6.42,12.0,5.0,1.0,8.0,0.0,0.0,2.0,2.5,5.0,12.0,66.67,0.0,0.0,0.0,"Consistent Batter, Boundary Hitter, Economical Bowler, Creates Pressure",No Major Weakness Detected
JAD Lawrenson,Jersey,10,T20I,67.0,82.0,4.0,0.0,5.0,13.4,81.71,16.0,23.88,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
DR Sams,Australia,10,T20I,106.0,65.0,8.0,6.0,4.0,26.5,163.08,68.0,64.15,4.64,188.0,307.0,7.0,58.0,23.0,17.0,31.3,9.81,43.86,26.86,30.85,194.0,63.19,4.7,"Aggressive Batter, Boundary Hitter",Expensive Bowler
PS Airee,Nepal,10,T20I,79.0,98.0,9.0,1.0,10.0,7.9,80.61,42.0,53.16,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Yasir Ali Chowdhury,Bangladesh,10,T20I,120.0,86.0,11.0,5.0,7.0,17.14,139.53,74.0,61.67,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
K Krishnakumar,Bulgaria,10,T20I,164.0,157.0,9.0,7.0,8.0,20.5,104.46,78.0,47.56,9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Ashish Bam,Cyprus,10,T20I,40.0,45.0,5.0,0.0,4.0,10.0,88.89,20.0,50.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Aminul Islam,Bangladesh,10,T20I,35.0,42.0,4.0,0.0,2.0,17.5,83.33,16.0,45.71,10.5,191.0,238.0,12.0,52.0,15.0,9.0,31.8,7.48,19.83,15.92,27.23,114.0,47.9,7.96,Developing Player,No Major Weakness Detected
J Chialoufas,Cyprus,10,T20I,147.0,149.0,11.0,4.0,8.0,18.38,98.66,68.0,46.26,9.93,24.0,28.0,1.0,11.0,3.0,1.0,4.0,7.0,28.0,24.0,45.83,18.0,64.29,6.0,Creates Pressure,No Major Weakness Detected
R Edwards,Cayman Islands,10,T20I,8.0,21.0,0.0,0.0,2.0,4.0,38.1,0.0,0.0,0.0,212.0,199.0,15.0,81.0,13.0,2.0,35.3,5.64,13.27,14.13,38.21,64.0,32.16,14.13,Economical Bowler,No Major Weakness Detected
J Byrappa,Mexico,10,T20I,118.0,127.0,6.0,4.0,7.0,16.86,92.91,48.0,40.68,12.7,58.0,66.0,2.0,19.0,4.0,2.0,9.7,6.8,33.0,29.0,32.76,28.0,42.42,9.67,Economical Bowler,No Major Weakness Detected
Nadeem Khan,Oman,10,T20I,69.0,62.0,5.0,4.0,5.0,13.8,111.29,44.0,63.77,6.89,223.0,225.0,12.0,106.0,17.0,8.0,37.2,6.05,18.75,18.58,47.53,116.0,51.56,8.92,"Boundary Hitter, Economical Bowler, Creates Pressure",No Major Weakness Detected
T Ritawa,Cook Islands,10,T20I,8.0,10.0,1.0,0.0,3.0,2.67,80.0,4.0,50.0,10.0,98.0,134.0,9.0,40.0,7.0,10.0,16.3,8.22,14.89,10.89,40.82,88.0,65.67,5.76,Creates Pressure,No Major Weakness Detected
Baz Aybui,Sweden,10,T20I,8.0,25.0,0.0,0.0,1.0,8.0,32.0,0.0,0.0,0.0,125.0,140.0,7.0,45.0,5.0,7.0,20.8,6.73,20.0,17.86,36.0,62.0,44.29,10.42,Economical Bowler,No Major Weakness Detected
H Patel,Canada,10,T20I,182.0,203.0,15.0,1.0,10.0,18.2,89.66,66.0,36.26,12.69,62.0,78.0,2.0,23.0,7.0,2.0,10.3,7.57,39.0,31.0,37.1,40.0,51.28,6.89,Developing Player,No Major Weakness Detected
E Haven,Bahamas,10,T20I,19.0,55.0,1.0,0.0,4.0,4.75,34.55,4.0,21.05,55.0,32.0,26.0,4.0,19.0,2.0,1.0,5.3,4.91,6.5,8.0,59.38,14.0,53.85,10.67,"Economical Bowler, Creates Pressure",No Major Weakness Detected
V Zanko,Croatia,10,T20I,57.0,163.0,6.0,0.0,9.0,6.33,34.97,24.0,42.11,27.17,44.0,56.0,3.0,18.0,4.0,3.0,7.3,7.67,18.67,14.67,40.91,34.0,60.71,6.29,Creates Pressure,No Major Weakness Detected
DNA Ankrah,Ghana,10,T20I,52.0,77.0,4.0,1.0,7.0,7.43,67.53,22.0,42.31,15.4,92.0,121.0,2.0,36.0,11.0,5.0,15.3,7.91,60.5,46.0,39.13,74.0,61.16,5.75,Developing Player,No Major Weakness Detected
A Chenthamara,Kuwait,10,T20I,3.0,12.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,194.0,222.0,14.0,84.0,20.0,7.0,32.3,6.87,15.86,13.86,43.3,122.0,54.95,7.19,"Economical Bowler, Creates Pressure",No Major Weakness Detected
L Gregory,England,9,T20I,45.0,41.0,2.0,2.0,6.0,7.5,109.76,20.0,44.44,10.25,83.0,122.0,2.0,20.0,11.0,3.0,13.8,8.84,61.0,41.5,24.1,62.0,50.82,5.93,Developing Player,No Major Weakness Detected
P Abanda,Cameroon,9,T20I,54.0,95.0,7.0,1.0,9.0,6.0,56.84,34.0,62.96,11.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
ZE Matsinhe,Mozambique,9,T20I,8.0,18.0,0.0,0.0,2.0,4.0,44.44,0.0,0.0,0.0,75.0,91.0,1.0,33.0,12.0,1.0,12.5,7.28,91.0,75.0,44.0,54.0,59.34,5.77,Creates Pressure,No Major Weakness Detected
UT Khawaja,Australia,9,T20I,241.0,185.0,31.0,5.0,8.0,30.12,130.27,154.0,63.9,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
PM Nevill,Australia,9,T20I,25.0,11.0,1.0,2.0,1.0,25.0,227.27,16.0,64.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
E Ul Haq,Norway,9,T20I,70.0,117.0,6.0,1.0,9.0,7.78,59.83,30.0,42.86,16.71,1.0,4.0,0.0,0.0,1.0,0.0,0.2,20.0,0.0,0.0,0.0,4.0,100.0,1.0,Developing Player,Expensive Bowler
TS Waqavakatoga,Fiji,9,T20I,43.0,40.0,2.0,2.0,4.0,10.75,107.5,20.0,46.51,10.0,138.0,168.0,5.0,54.0,12.0,6.0,23.0,7.3,33.6,27.6,39.13,84.0,50.0,7.67,Developing Player,No Major Weakness Detected
SR Clark,Australia,9,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,246.0,13.0,101.0,23.0,6.0,37.2,6.61,18.92,17.15,45.29,128.0,52.03,7.69,"Economical Bowler, Creates Pressure",No Major Weakness Detected
Atif Kamal,Luxembourg,9,T20I,23.0,28.0,1.0,1.0,4.0,5.75,82.14,10.0,43.48,14.0,159.0,183.0,11.0,69.0,18.0,5.0,26.5,6.91,16.64,14.45,43.4,102.0,55.74,6.91,"Economical Bowler, Creates Pressure",No Major Weakness Detected
AW Hawkins-Kay,Jersey,9,T20I,63.0,84.0,2.0,0.0,6.0,10.5,75.0,8.0,12.7,42.0,135.0,168.0,8.0,47.0,18.0,3.0,22.5,7.47,21.0,16.88,34.81,90.0,53.57,6.43,Developing Player,No Major Weakness Detected
IC Simao,Brazil,9,T20I,2.0,12.0,0.0,0.0,3.0,0.67,16.67,0.0,0.0,0.0,199.0,249.0,6.0,73.0,13.0,11.0,33.2,7.5,41.5,33.17,36.68,118.0,47.39,8.29,Developing Player,No Major Weakness Detected
S Stanikzay,France,9,T20I,2.0,5.0,0.0,0.0,3.0,0.67,40.0,0.0,0.0,0.0,202.0,224.0,6.0,81.0,15.0,9.0,33.7,6.65,37.33,33.67,40.1,114.0,50.89,8.42,"Economical Bowler, Creates Pressure",No Major Weakness Detected
Musawar Shah,Qatar,9,T20I,1.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,188.0,215.0,14.0,80.0,17.0,7.0,31.3,6.87,15.36,13.43,42.55,110.0,51.16,7.83,"Economical Bowler, Creates Pressure",No Major Weakness Detected
Sikander Zulfiqar,Netherlands,9,T20I,43.0,45.0,3.0,0.0,7.0,6.14,95.56,12.0,27.91,15.0,42.0,56.0,2.0,14.0,5.0,2.0,7.0,8.0,28.0,21.0,33.33,32.0,57.14,6.0,Developing Player,No Major Weakness Detected
DF Jacobs,Thailand,9,T20I,102.0,172.0,12.0,2.0,9.0,11.33,59.3,60.0,58.82,12.29,30.0,26.0,4.0,16.0,2.0,1.0,5.0,5.2,6.5,7.5,53.33,14.0,53.85,10.0,"Boundary Hitter, Economical Bowler, Creates Pressure",No Major Weakness Detected
JW Chilia,Vanuatu,9,T20I,6.0,10.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,173.0,181.0,3.0,74.0,16.0,4.0,28.8,6.28,60.33,57.67,42.77,88.0,48.62,8.65,"Economical Bowler, Creates Pressure",No Major Weakness Detected
GI Hume,Ireland,9,T20I,37.0,30.0,2.0,2.0,1.0,37.0,123.33,20.0,54.05,7.5,174.0,262.0,11.0,63.0,27.0,10.0,29.0,9.03,23.82,15.82,36.21,168.0,64.12,4.7,Consistent Batter,Expensive Bowler
JB Reva,Papua New Guinea,9,T20I,16.0,23.0,1.0,1.0,4.0,4.0,69.57,10.0,62.5,11.5,128.0,152.0,7.0,54.0,13.0,5.0,21.3,7.14,21.71,18.29,42.19,82.0,53.95,7.11,"Boundary Hitter, Creates Pressure",No Major Weakness Detected
S Waqas Ahmed,Norway,9,T20I,56.0,71.0,4.0,0.0,4.0,14.0,78.87,16.0,28.57,17.75,144.0,156.0,8.0,51.0,9.0,4.0,24.0,6.5,19.5,18.0,35.42,60.0,38.46,11.08,Economical Bowler,No Major Weakness Detected
P Bhart,Norway,9,T20I,5.0,27.0,0.0,0.0,2.0,2.5,18.52,0.0,0.0,0.0,190.0,186.0,7.0,78.0,4.0,6.0,31.7,5.87,26.57,27.14,41.05,52.0,27.96,19.0,"Economical Bowler, Creates Pressure",No Major Weakness Detected
RP Singh,India,9,T20I,3.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,211.0,237.0,15.0,95.0,30.0,4.0,35.2,6.73,15.8,14.07,45.02,144.0,60.76,6.21,"Economical Bowler, Creates Pressure",No Major Weakness Detected
T Tumursukh,Mongolia,9,T20I,8.0,39.0,0.0,0.0,6.0,1.33,20.51,0.0,0.0,0.0,117.0,180.0,4.0,23.0,14.0,4.0,19.5,9.23,45.0,29.25,19.66,80.0,44.44,6.5,Developing Player,Expensive Bowler
K Shivam,Costa Rica,9,T20I,39.0,94.0,2.0,1.0,7.0,5.57,41.49,14.0,35.9,31.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Saqib Anwar,Eswatini,9,T20I,7.0,25.0,1.0,0.0,4.0,1.75,28.0,4.0,57.14,25.0,159.0,186.0,10.0,81.0,22.0,6.0,26.5,7.02,18.6,15.9,50.94,124.0,66.67,5.68,"Boundary Hitter, Creates Pressure",No Major Weakness Detected
Jassim Khan,Qatar,9,T20I,106.0,71.0,4.0,10.0,5.0,21.2,149.3,76.0,71.7,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
RM Haq,Scotland,9,T20I,39.0,63.0,1.0,0.0,2.0,19.5,61.9,4.0,10.26,63.0,216.0,249.0,16.0,77.0,16.0,8.0,36.0,6.92,15.56,13.5,35.65,112.0,44.98,9.0,Economical Bowler,No Major Weakness Detected
Ziaurahman Shinwari,Austria,9,T20I,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,140.0,168.0,9.0,51.0,11.0,6.0,23.3,7.21,18.67,15.56,36.43,80.0,47.62,8.24,Developing Player,No Major Weakness Detected
C Trott,Bermuda,9,T20I,6.0,14.0,0.0,0.0,2.0,3.0,42.86,0.0,0.0,0.0,25.0,18.0,0.0,11.0,1.0,0.0,4.2,4.29,0.0,0.0,44.0,4.0,22.22,25.0,"Economical Bowler, Creates Pressure",No Major Weakness Detected
P Kumar,India,9,T20I,7.0,16.0,0.0,0.0,3.0,2.33,43.75,0.0,0.0,0.0,141.0,189.0,6.0,47.0,21.0,2.0,23.5,8.04,31.5,23.5,33.33,96.0,50.79,6.13,Developing Player,No Major Weakness Detected
Gurdeep Singh,Kenya,9,T20I,167.0,181.0,18.0,3.0,8.0,20.88,92.27,90.0,53.89,8.62,36.0,57.0,2.0,13.0,1.0,5.0,6.0,9.5,28.5,18.0,36.11,34.0,59.65,6.0,Developing Player,Expensive Bowler
Manoj Adhikari,Bhutan,9,T20I,34.0,55.0,3.0,0.0,3.0,11.33,61.82,12.0,35.29,18.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Ngawang Thinley,Bhutan,9,T20I,25.0,36.0,2.0,0.0,5.0,5.0,69.44,8.0,32.0,18.0,133.0,165.0,12.0,56.0,8.0,10.0,22.2,7.43,13.75,11.08,42.11,92.0,55.76,7.39,Creates Pressure,No Major Weakness Detected
TK Musakanda,Zimbabwe,9,T20I,127.0,110.0,10.0,2.0,9.0,14.11,115.45,52.0,40.94,9.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
S Sankar,Saudi Arabia,9,T20I,52.0,61.0,4.0,0.0,3.0,17.33,85.25,16.0,30.77,15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
A Beresford-Peirse,Croatia,9,T20I,84.0,128.0,3.0,2.0,7.0,12.0,65.62,24.0,28.57,25.6,202.0,261.0,5.0,73.0,23.0,8.0,33.7,7.74,52.2,40.4,36.14,140.0,53.64,6.52,Developing Player,No Major Weakness Detected
AR Bisht,Oman,9,T20I,132.0,145.0,6.0,3.0,6.0,22.0,91.03,42.0,31.82,16.11,21.0,25.0,0.0,7.0,1.0,1.0,3.5,7.14,0.0,0.0,33.33,10.0,40.0,10.5,Developing Player,No Major Weakness Detected
Marcelle Hanekom,Cambodia,9,T20I,118.0,136.0,13.0,1.0,8.0,14.75,86.76,58.0,49.15,9.71,141.0,181.0,6.0,39.0,12.0,6.0,23.5,7.7,30.17,23.5,27.66,84.0,46.41,7.83,Developing Player,No Major Weakness Detected
M Ibrahim,Ivory Coast,9,T20I,7.0,60.0,0.0,0.0,6.0,1.17,11.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
VR Iyer,India,9,T20I,133.0,88.0,15.0,5.0,4.0,33.25,151.14,90.0,67.67,4.4,56.0,75.0,5.0,19.0,6.0,3.0,9.3,8.06,15.0,11.2,33.93,42.0,56.0,6.22,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
DE Roache,Samoa,9,T20I,115.0,103.0,9.0,8.0,6.0,19.17,111.65,84.0,73.04,6.06,21.0,23.0,3.0,10.0,1.0,1.0,3.5,6.57,7.67,7.0,47.62,10.0,43.48,10.5,"Boundary Hitter, Economical Bowler, Creates Pressure",No Major Weakness Detected
Bilal Safdar,Norway,9,T20I,73.0,90.0,7.0,0.0,6.0,12.17,81.11,28.0,38.36,12.86,66.0,63.0,3.0,25.0,3.0,2.0,11.0,5.73,21.0,22.0,37.88,24.0,38.1,13.2,Economical Bowler,No Major Weakness Detected
Qadeer Ahmed,United Arab Emirates,9,T20I,7.0,12.0,1.0,0.0,1.0,7.0,58.33,4.0,57.14,12.0,172.0,237.0,7.0,73.0,33.0,4.0,28.7,8.26,33.86,24.57,42.44,156.0,65.82,4.65,"Boundary Hitter, Creates Pressure",No Major Weakness Detected
Nirmaljit Singh,Cambodia,9,T20I,21.0,53.0,1.0,1.0,3.0,7.0,39.62,10.0,47.62,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Mongdara Sok,Cambodia,9,T20I,2.0,9.0,0.0,0.0,2.0,1.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
A Ilaoa,Samoa,9,T20I,35.0,35.0,3.0,1.0,6.0,5.83,100.0,18.0,51.43,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Shafat Ali Syed,Spain,9,T20I,92.0,61.0,6.0,8.0,6.0,15.33,150.82,72.0,78.26,4.36,96.0,113.0,6.0,36.0,11.0,1.0,16.0,7.06,18.83,16.0,37.5,50.0,44.25,8.0,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
