player,team,matches,format,runs,balls_x,fours,sixes,outs,average,strike_rate,boundary_runs,boundary_percent,balls_per_boundary_x,balls_y,runs_conceded,wickets,dot_balls,fours_conceded,sixes_conceded,overs,economy,bowling_average,bowling_strike_rate,dot_ball_percent,boundary_runs_conceded,boundary_percent_conceded,balls_per_boundary_y,strengths,weaknesses
DS Kulkarni,Gujarat Lions,92,IPL,104.0,113.0,7.0,2.0,8.0,13.0,92.04,40.0,38.46,12.56,1876.0,2513.0,86.0,742.0,272.0,81.0,312.7,8.04,29.22,21.81,39.55,1574.0,62.63,5.31,Developing Player,No Major Weakness Detected
AJ Finch,Gujarat Lions,92,IPL,2092.0,1696.0,214.0,78.0,82.0,25.51,123.35,1324.0,63.29,5.81,44.0,67.0,1.0,13.0,4.0,4.0,7.3,9.18,67.0,44.0,29.55,40.0,59.7,5.5,Boundary Hitter,Expensive Bowler
S Dube,Royal Challengers Bangalore,92,IPL,2129.0,1555.0,132.0,137.0,67.0,31.78,136.91,1350.0,63.41,5.78,162.0,287.0,6.0,30.0,24.0,12.0,27.0,10.63,47.83,27.0,18.52,168.0,58.54,4.5,Boundary Hitter,Expensive Bowler
Abhishek Sharma,Delhi Daredevils,92,IPL,2379.0,1471.0,224.0,144.0,80.0,29.74,161.73,1760.0,73.98,4.0,374.0,558.0,11.0,97.0,40.0,27.0,62.3,8.96,50.73,34.0,25.94,322.0,57.71,5.58,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
SS Tiwary,Mumbai Indians,92,IPL,1494.0,1291.0,111.0,50.0,49.0,30.49,115.72,744.0,49.8,8.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,Slow Scorer
DR Smith,Gujarat Lions,91,IPL,2385.0,1803.0,245.0,117.0,80.0,29.81,132.28,1682.0,70.52,4.98,557.0,825.0,26.0,168.0,75.0,33.0,92.8,8.89,31.73,21.42,30.16,498.0,60.36,5.16,Boundary Hitter,No Major Weakness Detected
JA Morkel,Chennai Super Kings,90,IPL,975.0,712.0,61.0,55.0,38.0,25.66,136.94,574.0,58.87,6.14,1807.0,2409.0,85.0,646.0,264.0,56.0,301.2,8.0,28.34,21.26,35.75,1392.0,57.78,5.65,Boundary Hitter,No Major Weakness Detected
D Padikkal,Royal Challengers Bangalore,90,IPL,2270.0,1779.0,241.0,80.0,84.0,27.02,127.6,1444.0,63.61,5.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
KV Sharma,Mumbai Indians,90,IPL,352.0,307.0,20.0,17.0,24.0,14.67,114.66,182.0,51.7,8.3,1611.0,2263.0,83.0,507.0,125.0,132.0,268.5,8.43,27.27,19.41,31.47,1292.0,57.09,6.27,Developing Player,No Major Weakness Detected
R Dravid,Royal Challengers Bangalore,89,IPL,2174.0,1918.0,269.0,28.0,75.0,28.99,113.35,1244.0,57.22,6.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,Slow Scorer
A Nehra,Sunrisers Hyderabad,88,IPL,41.0,63.0,3.0,1.0,6.0,6.83,65.08,18.0,43.9,15.75,1974.0,2537.0,106.0,798.0,279.0,76.0,329.0,7.71,23.93,18.62,40.43,1572.0,61.96,5.56,"Wicket Taking Bowler, Creates Pressure",No Major Weakness Detected
Ravi Bishnoi,Kings XI Punjab,86,IPL,45.0,71.0,2.0,2.0,11.0,4.09,63.38,20.0,44.44,17.75,1857.0,2522.0,83.0,599.0,183.0,116.0,309.5,8.15,30.39,22.37,32.26,1428.0,56.62,6.21,Developing Player,No Major Weakness Detected
KK Nair,Delhi Daredevils,86,IPL,1712.0,1332.0,188.0,49.0,70.0,24.46,128.53,1046.0,61.1,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
RD Gaikwad,Chennai Super Kings,85,IPL,2839.0,2154.0,260.0,107.0,72.0,39.43,131.8,1682.0,59.25,5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Consistent Batter, Boundary Hitter",No Major Weakness Detected
Washington Sundar,Rising Pune Supergiant,83,IPL,888.0,689.0,82.0,28.0,41.0,21.66,128.88,496.0,55.86,6.26,1186.0,1531.0,40.0,385.0,100.0,71.0,197.7,7.74,38.28,29.65,32.46,826.0,53.95,6.94,Boundary Hitter,No Major Weakness Detected
EJG Morgan,Kings XI Punjab,83,IPL,1406.0,1181.0,112.0,64.0,59.0,23.83,119.05,832.0,59.17,6.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,Slow Scorer
JP Duminy,Mumbai Indians,83,IPL,2029.0,1680.0,126.0,79.0,48.0,42.27,120.77,978.0,48.2,8.2,701.0,847.0,23.0,234.0,53.0,33.0,116.8,7.25,36.83,30.48,33.38,410.0,48.41,8.15,Consistent Batter,No Major Weakness Detected
YBK Jaiswal,Rajasthan Royals,82,IPL,2593.0,1750.0,311.0,110.0,76.0,34.12,148.17,1904.0,73.43,4.16,1.0,6.0,0.0,0.0,0.0,1.0,0.2,30.0,0.0,0.0,0.0,6.0,100.0,1.0,"Aggressive Batter, Boundary Hitter",Expensive Bowler
Avesh Khan,Royal Challengers Bangalore,82,IPL,68.0,46.0,7.0,4.0,3.0,22.67,147.83,52.0,76.47,4.18,1840.0,2775.0,93.0,610.0,269.0,119.0,306.7,9.05,29.84,19.78,33.15,1790.0,64.5,4.74,"Aggressive Batter, Boundary Hitter",Expensive Bowler
RP Singh,Deccan Chargers,82,IPL,52.0,78.0,2.0,1.0,14.0,3.71,66.67,14.0,26.92,26.0,1874.0,2417.0,90.0,744.0,254.0,70.0,312.3,7.74,26.86,20.82,39.7,1436.0,59.41,5.78,Developing Player,No Major Weakness Detected
CH Morris,Delhi Daredevils,81,IPL,618.0,413.0,41.0,35.0,28.0,22.07,149.64,374.0,60.52,5.43,1801.0,2377.0,96.0,668.0,222.0,79.0,300.2,7.92,24.76,18.76,37.09,1362.0,57.3,5.98,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
AC Gilchrist,Deccan Chargers,80,IPL,2069.0,1555.0,239.0,92.0,75.0,27.59,133.05,1508.0,72.89,4.7,1.0,0.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,1.0,100.0,0.0,0.0,0.0,"Boundary Hitter, Creates Pressure",No Major Weakness Detected
DPMD Jayawardene,Kings XI Punjab,80,IPL,1808.0,1522.0,200.0,40.0,59.0,30.64,118.79,1040.0,57.52,6.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,Slow Scorer
RD Chahar,Rising Pune Supergiant,80,IPL,129.0,127.0,13.0,5.0,15.0,8.6,101.57,82.0,63.57,7.06,1728.0,2220.0,75.0,580.0,143.0,101.0,288.0,7.71,29.6,23.04,33.56,1178.0,53.06,7.08,Boundary Hitter,No Major Weakness Detected
PJ Cummins,Delhi Daredevils,80,IPL,642.0,437.0,40.0,44.0,32.0,20.06,146.91,424.0,66.04,5.2,1883.0,2746.0,87.0,645.0,253.0,114.0,313.8,8.75,31.56,21.64,34.25,1696.0,61.76,5.13,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
PP Shaw,Delhi Daredevils,79,IPL,1892.0,1321.0,238.0,61.0,76.0,24.89,143.22,1318.0,69.66,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
KS Williamson,Sunrisers Hyderabad,79,IPL,2132.0,1734.0,187.0,64.0,58.0,36.76,122.95,1132.0,53.1,6.91,18.0,31.0,0.0,2.0,1.0,2.0,3.0,10.33,0.0,0.0,11.11,16.0,51.61,6.0,Consistent Batter,Expensive Bowler
AB Dinda,Rising Pune Supergiant,78,IPL,26.0,50.0,2.0,0.0,9.0,2.89,52.0,8.0,30.77,25.0,1589.0,2103.0,69.0,627.0,232.0,58.0,264.8,7.94,30.48,23.03,39.46,1276.0,60.68,5.48,Developing Player,No Major Weakness Detected
SR Tendulkar,Mumbai Indians,78,IPL,2334.0,2044.0,296.0,29.0,67.0,34.84,114.19,1358.0,58.18,6.29,37.0,59.0,0.0,4.0,6.0,1.0,6.2,9.52,0.0,0.0,10.81,30.0,50.85,5.29,Boundary Hitter,"Slow Scorer, Expensive Bowler"
M Prasidh Krishna,Kolkata Knight Riders,78,IPL,15.0,31.0,1.0,0.0,2.0,7.5,48.39,4.0,26.67,31.0,1837.0,2655.0,91.0,688.0,277.0,102.0,306.2,8.67,29.18,20.19,37.45,1720.0,64.78,4.85,Developing Player,No Major Weakness Detected
V Shankar,Sunrisers Hyderabad,78,IPL,1233.0,985.0,88.0,48.0,46.0,26.8,125.18,640.0,51.91,7.24,258.0,344.0,9.0,80.0,29.0,12.0,43.0,8.0,38.22,28.67,31.01,188.0,54.65,6.29,Developing Player,No Major Weakness Detected
SK Trivedi,Rajasthan Royals,76,IPL,42.0,61.0,3.0,1.0,7.0,6.0,68.85,18.0,42.86,15.25,1557.0,1944.0,65.0,492.0,154.0,51.0,259.5,7.49,29.91,23.95,31.6,922.0,47.43,7.6,Developing Player,No Major Weakness Detected
KK Ahmed,Sunrisers Hyderabad,76,IPL,2.0,9.0,0.0,0.0,5.0,0.4,22.22,0.0,0.0,0.0,1741.0,2521.0,91.0,683.0,255.0,113.0,290.2,8.69,27.7,19.13,39.23,1698.0,67.35,4.73,Developing Player,No Major Weakness Detected
T Natarajan,Kings XI Punjab,74,IPL,4.0,7.0,0.0,0.0,0.0,0.0,57.14,0.0,0.0,0.0,1631.0,2411.0,73.0,465.0,213.0,97.0,271.8,8.87,33.03,22.34,28.51,1434.0,59.48,5.26,Developing Player,No Major Weakness Detected
MM Ali,Royal Challengers Bangalore,73,IPL,1167.0,865.0,95.0,67.0,51.0,22.88,134.91,782.0,67.01,5.34,869.0,1036.0,41.0,295.0,43.0,57.0,144.8,7.15,25.27,21.2,33.95,514.0,49.61,8.69,Boundary Hitter,No Major Weakness Detected
L Balaji,Chennai Super Kings,73,IPL,36.0,50.0,2.0,1.0,7.0,5.14,72.0,14.0,38.89,16.67,1574.0,2083.0,76.0,537.0,188.0,69.0,262.3,7.94,27.41,20.71,34.12,1166.0,55.98,6.12,Developing Player,No Major Weakness Detected
S Nadeem,Delhi Daredevils,72,IPL,39.0,88.0,2.0,0.0,14.0,2.79,44.32,8.0,20.51,44.0,1444.0,1800.0,48.0,453.0,114.0,73.0,240.7,7.48,37.5,30.08,31.37,894.0,49.67,7.72,Developing Player,No Major Weakness Detected
RK Singh,Kolkata Knight Riders,72,IPL,1398.0,1005.0,115.0,67.0,41.0,34.1,139.1,862.0,61.66,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
KC Sangakkara,Kings XI Punjab,71,IPL,1687.0,1424.0,195.0,27.0,65.0,25.95,118.47,942.0,55.84,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,Slow Scorer
SE Marsh,Kings XI Punjab,71,IPL,2489.0,1913.0,269.0,78.0,62.0,40.15,130.11,1544.0,62.03,5.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Consistent Batter, Boundary Hitter",No Major Weakness Detected
Abdul Samad,Sunrisers Hyderabad,71,IPL,859.0,598.0,55.0,55.0,44.0,19.52,143.65,550.0,64.03,5.44,58.0,125.0,2.0,12.0,6.0,10.0,9.7,12.89,62.5,29.0,20.69,84.0,67.2,3.62,Boundary Hitter,Expensive Bowler
Shakib Al Hasan,Kolkata Knight Riders,71,IPL,795.0,665.0,73.0,21.0,39.0,20.38,119.55,418.0,52.58,7.07,1515.0,1864.0,63.0,504.0,120.0,78.0,252.5,7.38,29.59,24.05,33.27,948.0,50.86,7.65,Developing Player,Slow Scorer
JM Sharma,Punjab Kings,71,IPL,1107.0,752.0,86.0,68.0,48.0,23.06,147.21,752.0,67.93,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
M Morkel,Rajasthan Royals,70,IPL,126.0,93.0,11.0,5.0,10.0,12.6,135.48,74.0,58.73,5.81,1699.0,2136.0,77.0,708.0,230.0,61.0,283.2,7.54,27.74,22.06,41.67,1286.0,60.21,5.84,"Boundary Hitter, Creates Pressure",No Major Weakness Detected
AK Markram,Punjab Kings,69,IPL,1671.0,1264.0,131.0,68.0,55.0,30.38,132.2,932.0,55.77,6.35,230.0,358.0,6.0,55.0,18.0,23.0,38.3,9.35,59.67,38.33,23.91,210.0,58.66,5.61,Boundary Hitter,Expensive Bowler
VR Iyer,Kolkata Knight Riders,68,IPL,1677.0,1223.0,157.0,78.0,53.0,31.64,137.12,1096.0,65.35,5.2,84.0,145.0,3.0,15.0,12.0,7.0,14.0,10.36,48.33,28.0,17.86,90.0,62.07,4.42,Boundary Hitter,Expensive Bowler
MR Marsh,Sunrisers Hyderabad,68,IPL,1855.0,1291.0,155.0,111.0,56.0,33.12,143.69,1286.0,69.33,4.85,593.0,803.0,37.0,181.0,72.0,28.0,98.8,8.13,21.7,16.03,30.52,456.0,56.79,5.93,Boundary Hitter,No Major Weakness Detected
JC Archer,Rajasthan Royals,68,IPL,326.0,232.0,18.0,22.0,24.0,13.58,140.52,204.0,62.58,5.8,1658.0,2221.0,84.0,677.0,212.0,93.0,276.3,8.04,26.44,19.74,40.83,1406.0,63.3,5.44,"Boundary Hitter, Creates Pressure",No Major Weakness Detected
Tilak Varma,Mumbai Indians,68,IPL,1858.0,1344.0,143.0,91.0,50.0,37.16,138.24,1118.0,60.17,5.74,23.0,28.0,0.0,8.0,4.0,0.0,3.8,7.37,0.0,0.0,34.78,16.0,57.14,5.75,"Consistent Batter, Boundary Hitter",No Major Weakness Detected
A Badoni,Lucknow Super Giants,66,IPL,1178.0,885.0,96.0,47.0,45.0,26.18,133.11,666.0,56.54,6.19,41.0,64.0,4.0,8.0,2.0,4.0,6.8,9.41,16.0,10.25,19.51,32.0,50.0,6.83,Boundary Hitter,Expensive Bowler
M Muralitharan,Chennai Super Kings,66,IPL,20.0,30.0,1.0,0.0,6.0,3.33,66.67,4.0,20.0,30.0,1581.0,1765.0,64.0,600.0,105.0,67.0,263.5,6.7,27.58,24.7,37.95,822.0,46.57,9.19,Economical Bowler,No Major Weakness Detected
TH David,Royal Challengers Bangalore,66,IPL,1151.0,697.0,76.0,83.0,34.0,33.85,165.14,802.0,69.68,4.38,6.0,18.0,0.0,1.0,1.0,2.0,1.0,18.0,0.0,0.0,16.67,16.0,88.89,2.0,"Aggressive Batter, Boundary Hitter",Expensive Bowler
BJ Hodge,Kolkata Knight Riders,66,IPL,1400.0,1153.0,122.0,43.0,41.0,34.15,121.42,746.0,53.29,6.99,238.0,310.0,17.0,75.0,17.0,14.0,39.7,7.81,18.24,14.0,31.51,152.0,49.03,7.68,Developing Player,No Major Weakness Detected
P Simran Singh,Kings XI Punjab,66,IPL,1865.0,1220.0,196.0,94.0,62.0,30.08,152.87,1348.0,72.28,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
Y Venugopal Rao,Deccan Chargers,65,IPL,985.0,865.0,77.0,37.0,42.0,23.45,113.87,530.0,53.81,7.59,222.0,338.0,6.0,59.0,30.0,13.0,37.0,9.14,56.33,37.0,26.58,198.0,58.58,5.16,Developing Player,"Slow Scorer, Expensive Bowler"
H Klaasen,Rajasthan Royals,64,IPL,2104.0,1320.0,146.0,120.0,49.0,42.94,159.39,1304.0,61.98,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Aggressive Batter, Consistent Batter, Boundary Hitter",No Major Weakness Detected
SM Curran,Kings XI Punjab,64,IPL,997.0,761.0,85.0,41.0,40.0,24.92,131.01,586.0,58.78,6.04,1308.0,2059.0,59.0,394.0,197.0,89.0,218.0,9.44,34.9,22.17,30.12,1322.0,64.21,4.57,Boundary Hitter,Expensive Bowler
DJ Hussey,Kolkata Knight Riders,64,IPL,1322.0,1101.0,90.0,60.0,46.0,28.74,120.07,720.0,54.46,7.34,323.0,485.0,8.0,86.0,30.0,25.0,53.8,9.01,60.62,40.38,26.63,270.0,55.67,5.87,Developing Player,Expensive Bowler
M Shahrukh Khan,Punjab Kings,64,IPL,775.0,551.0,49.0,52.0,34.0,22.79,140.65,508.0,65.55,5.46,18.0,29.0,1.0,4.0,1.0,2.0,3.0,9.67,29.0,18.0,22.22,16.0,55.17,6.0,Boundary Hitter,Expensive Bowler
Shahbaz Ahmed,Royal Challengers Bangalore,63,IPL,603.0,516.0,33.0,28.0,28.0,21.54,116.86,300.0,49.75,8.46,675.0,1083.0,27.0,168.0,76.0,59.0,112.5,9.63,40.11,25.0,24.89,658.0,60.76,5.0,Developing Player,"Slow Scorer, Expensive Bowler"
MM Patel,Gujarat Lions,63,IPL,39.0,41.0,5.0,0.0,5.0,7.8,95.12,20.0,51.28,8.2,1382.0,1733.0,74.0,590.0,188.0,53.0,230.3,7.52,23.42,18.68,42.69,1070.0,61.74,5.73,Creates Pressure,No Major Weakness Detected
MC Henriques,Sunrisers Hyderabad,62,IPL,1000.0,801.0,87.0,28.0,36.0,27.78,124.84,516.0,51.6,6.97,979.0,1302.0,42.0,306.0,123.0,38.0,163.2,7.98,31.0,23.31,31.26,720.0,55.3,6.08,Developing Player,No Major Weakness Detected
JP Faulkner,Gujarat Lions,60,IPL,527.0,406.0,36.0,23.0,26.0,20.27,129.8,282.0,53.51,6.88,1287.0,1849.0,61.0,399.0,160.0,67.0,214.5,8.62,30.31,21.1,31.0,1042.0,56.35,5.67,Developing Player,No Major Weakness Detected
Mustafizur Rahman,Sunrisers Hyderabad,60,IPL,13.0,24.0,0.0,1.0,2.0,6.5,54.17,6.0,46.15,24.0,1419.0,1879.0,65.0,487.0,171.0,61.0,236.5,7.95,28.91,21.83,34.32,1050.0,55.88,6.12,Developing Player,No Major Weakness Detected
AM Nayar,Mumbai Indians,60,IPL,672.0,588.0,55.0,20.0,36.0,18.67,114.29,340.0,50.6,7.84,239.0,323.0,9.0,69.0,22.0,13.0,39.8,8.12,35.89,26.56,28.87,166.0,51.39,6.83,Developing Player,Slow Scorer
SB Jakati,Gujarat Lions,59,IPL,28.0,30.0,3.0,0.0,1.0,28.0,93.33,12.0,42.86,10.0,1101.0,1474.0,47.0,337.0,97.0,60.0,183.5,8.03,31.36,23.43,30.61,748.0,50.75,7.01,Developing Player,No Major Weakness Detected
Imran Tahir,Rising Pune Supergiant,59,IPL,33.0,37.0,5.0,0.0,4.0,8.25,89.19,20.0,60.61,7.4,1340.0,1729.0,82.0,437.0,97.0,83.0,223.3,7.74,21.09,16.34,32.61,886.0,51.24,7.44,Boundary Hitter,No Major Weakness Detected
MEK Hussey,Chennai Super Kings,59,IPL,1977.0,1648.0,198.0,52.0,49.0,40.35,119.96,1104.0,55.84,6.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Consistent Batter, Boundary Hitter",Slow Scorer
SC Ganguly,Kolkata Knight Riders,59,IPL,1349.0,1326.0,137.0,42.0,52.0,25.94,101.73,800.0,59.3,7.41,280.0,370.0,10.0,75.0,25.0,14.0,46.7,7.92,37.0,28.0,26.79,184.0,49.73,7.18,Boundary Hitter,Slow Scorer
MA Starc,Kolkata Knight Riders,58,IPL,111.0,122.0,11.0,0.0,11.0,10.09,90.98,44.0,39.64,11.09,1264.0,1813.0,76.0,470.0,198.0,56.0,210.7,8.6,23.86,16.63,37.18,1128.0,62.22,4.98,Developing Player,No Major Weakness Detected
SN Khan,Royal Challengers Bangalore,58,IPL,746.0,556.0,86.0,20.0,33.0,22.61,134.17,464.0,62.2,5.25,2.0,6.0,0.0,0.0,1.0,0.0,0.3,20.0,0.0,0.0,0.0,4.0,66.67,2.0,Boundary Hitter,Expensive Bowler
Dhruv Jurel,Rajasthan Royals,57,IPL,1195.0,801.0,98.0,62.0,36.0,33.19,149.19,764.0,63.93,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
B Sai Sudharsan,Gujarat Titans,57,IPL,2515.0,1760.0,258.0,83.0,51.0,49.31,142.9,1530.0,60.83,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Consistent Batter, Boundary Hitter",No Major Weakness Detected
RM Patidar,Royal Challengers Bangalore,57,IPL,1612.0,1035.0,106.0,110.0,47.0,34.3,155.75,1084.0,67.25,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
JO Holder,Sunrisers Hyderabad,57,IPL,324.0,272.0,16.0,21.0,26.0,12.46,119.12,190.0,58.64,7.35,1285.0,1781.0,70.0,413.0,158.0,65.0,214.2,8.31,25.44,18.36,32.14,1022.0,57.38,5.76,Boundary Hitter,No Major Weakness Detected
M Vohra,Kings XI Punjab,56,IPL,1083.0,863.0,104.0,43.0,47.0,23.04,125.49,674.0,62.23,5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
MJ McClenaghan,Mumbai Indians,56,IPL,85.0,73.0,5.0,7.0,11.0,7.73,116.44,62.0,72.94,6.08,1346.0,1839.0,71.0,507.0,181.0,72.0,224.3,8.2,25.9,18.96,37.67,1156.0,62.86,5.32,Boundary Hitter,No Major Weakness Detected
M Kartik,Kolkata Knight Riders,56,IPL,113.0,109.0,7.0,1.0,6.0,18.83,103.67,34.0,30.09,13.62,1182.0,1418.0,31.0,382.0,97.0,41.0,197.0,7.2,45.74,38.13,32.32,634.0,44.71,8.57,Developing Player,No Major Weakness Detected
S Kaul,Sunrisers Hyderabad,55,IPL,20.0,36.0,1.0,0.0,3.0,6.67,55.56,4.0,20.0,36.0,1238.0,1772.0,58.0,387.0,166.0,65.0,206.3,8.59,30.55,21.34,31.26,1054.0,59.48,5.36,Developing Player,No Major Weakness Detected
M Manhas,Delhi Daredevils,55,IPL,514.0,486.0,43.0,10.0,23.0,22.35,105.76,232.0,45.14,9.17,42.0,42.0,0.0,15.0,2.0,1.0,7.0,6.0,0.0,0.0,35.71,14.0,33.33,14.0,Economical Bowler,Slow Scorer
LRPL Taylor,Royal Challengers Bangalore,55,IPL,1017.0,847.0,66.0,46.0,38.0,26.76,120.07,540.0,53.1,7.56,13.0,24.0,0.0,0.0,0.0,2.0,2.2,10.91,0.0,0.0,0.0,12.0,50.0,6.5,Developing Player,Expensive Bowler
SK Warne,Rajasthan Royals,55,IPL,198.0,219.0,14.0,6.0,17.0,11.65,90.41,92.0,46.46,10.95,1223.0,1465.0,57.0,426.0,91.0,56.0,203.8,7.19,25.7,21.46,34.83,700.0,47.78,8.32,Developing Player,No Major Weakness Detected
TG Southee,Mumbai Indians,54,IPL,120.0,108.0,8.0,4.0,11.0,10.91,111.11,56.0,46.67,9.0,1262.0,1774.0,47.0,447.0,175.0,62.0,210.3,8.44,37.74,26.85,35.42,1072.0,60.43,5.32,Developing Player,No Major Weakness Detected
Shashank Singh,Sunrisers Hyderabad,54,IPL,905.0,588.0,67.0,51.0,24.0,37.71,153.91,574.0,63.43,4.98,93.0,141.0,5.0,21.0,12.0,5.0,15.5,9.1,28.2,18.6,22.58,78.0,55.32,5.47,"Aggressive Batter, Consistent Batter, Boundary Hitter",Expensive Bowler
MG Johnson,Mumbai Indians,54,IPL,167.0,168.0,10.0,7.0,13.0,12.85,99.4,82.0,49.1,9.88,1301.0,1740.0,62.0,535.0,196.0,55.0,216.8,8.03,28.06,20.98,41.12,1114.0,64.02,5.18,Creates Pressure,No Major Weakness Detected
TU Deshpande,Delhi Capitals,53,IPL,54.0,38.0,2.0,4.0,4.0,13.5,142.11,32.0,59.26,6.33,1194.0,1899.0,55.0,377.0,189.0,82.0,199.0,9.54,34.53,21.71,31.57,1248.0,65.72,4.41,Boundary Hitter,Expensive Bowler
TM Head,Royal Challengers Bangalore,53,IPL,1556.0,959.0,172.0,78.0,47.0,33.11,162.25,1156.0,74.29,3.84,64.0,121.0,3.0,10.0,7.0,8.0,10.7,11.31,40.33,21.33,15.62,76.0,62.81,4.27,"Aggressive Batter, Boundary Hitter",Expensive Bowler
S Gopal,Rajasthan Royals,52,IPL,180.0,173.0,19.0,2.0,12.0,15.0,104.05,88.0,48.89,8.24,1000.0,1358.0,52.0,317.0,77.0,74.0,166.7,8.15,26.12,19.23,31.7,752.0,55.38,6.62,Developing Player,No Major Weakness Detected
JM Bairstow,Sunrisers Hyderabad,52,IPL,1674.0,1181.0,173.0,74.0,47.0,35.62,141.74,1136.0,67.86,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Consistent Batter, Boundary Hitter",No Major Weakness Detected
JR Hazlewood,Chennai Super Kings,52,IPL,19.0,31.0,1.0,0.0,1.0,19.0,61.29,4.0,21.05,31.0,1214.0,1725.0,72.0,494.0,172.0,81.0,202.3,8.53,23.96,16.86,40.69,1174.0,68.06,4.8,Creates Pressure,No Major Weakness Detected
VR Aaron,Kings XI Punjab,52,IPL,50.0,73.0,2.0,2.0,4.0,12.5,68.49,20.0,40.0,18.25,1065.0,1527.0,44.0,387.0,159.0,52.0,177.5,8.6,34.7,24.2,36.34,948.0,62.08,5.05,Developing Player,No Major Weakness Detected
LH Ferguson,Rising Pune Supergiant,52,IPL,72.0,49.0,7.0,2.0,3.0,24.0,146.94,40.0,55.56,5.44,1148.0,1699.0,54.0,396.0,158.0,78.0,191.3,8.88,31.46,21.26,34.49,1100.0,64.74,4.86,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
Harpreet Brar,Kings XI Punjab,51,IPL,249.0,217.0,20.0,10.0,12.0,20.75,114.75,140.0,56.22,7.23,875.0,1157.0,37.0,285.0,80.0,50.0,145.8,7.94,31.27,23.65,32.57,620.0,53.59,6.73,Boundary Hitter,No Major Weakness Detected
Noor Ahmad,Gujarat Titans,51,IPL,31.0,59.0,2.0,1.0,11.0,2.82,52.54,14.0,45.16,19.67,1141.0,1531.0,61.0,358.0,102.0,67.0,190.2,8.05,25.1,18.7,31.38,810.0,52.91,6.75,Developing Player,No Major Weakness Detected
LS Livingstone,Rajasthan Royals,51,IPL,1066.0,725.0,70.0,76.0,41.0,26.0,147.03,736.0,69.04,4.97,321.0,471.0,13.0,81.0,38.0,19.0,53.5,8.8,36.23,24.69,25.23,266.0,56.48,5.63,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
TM Dilshan,Delhi Daredevils,51,IPL,1153.0,1047.0,140.0,24.0,40.0,28.82,110.12,704.0,61.06,6.38,275.0,368.0,5.0,79.0,27.0,15.0,45.8,8.03,73.6,55.0,28.73,198.0,53.8,6.55,Boundary Hitter,Slow Scorer
