player,team,matches,format
Sharif Asadullah,United Arab Emirates,1,T20I
R Jeyakumar,Indonesia,1,T20I
Mustafa Balkis,Turkey,1,T20I
K Mtunduwatha,Malawi,1,T20I
Simranjit Singh,Italy,1,T20I
Mofassar Saeed,Norway,1,T20I
Najeeb Amar,Hong Kong,1,T20I
Mansoor Malangzai,Belgium,1,T20I
MA Carberry,England,1,T20I
Fayyaz Ahmed,United Arab Emirates,1,T20I
