player,runs,balls,fours,sixes,outs,format,average,strike_rate,boundary_runs,boundary_percent,balls_per_boundary
G Riley,5,23,0,0,3,T20I,1.67,21.74,0,0.0,
Sagor Hossain,5,12,0,0,2,T20I,2.5,41.67,0,0.0,
Mukesh Kumar,5,5,1,0,1,T20I,5.0,100.0,4,80.0,5.0
P Taylor,5,8,0,0,1,T20I,5.0,62.5,0,0.0,
D Svilicic,5,15,0,0,2,T20I,2.5,33.33,0,0.0,
Kamal Raiz,5,10,0,0,1,T20I,5.0,50.0,0,0.0,
R Sekaran,5,8,0,0,0,T20I,,62.5,0,0.0,
Kamran Wahid,5,16,0,0,3,T20I,1.67,31.25,0,0.0,
SK Gedara,5,5,0,0,0,T20I,,100.0,0,0.0,
Parvez Rasool,5,6,0,0,0,T20I,,83.33,0,0.0,
DR Tuffey,5,5,1,0,1,T20I,5.0,100.0,4,80.0,5.0
GD McGrath,5,12,0,0,1,T20I,5.0,41.67,0,0.0,
Mahmudul Hasan Joy,5,10,0,0,1,T20I,5.0,50.0,0,0.0,
Ankit Dubey,5,3,0,0,0,T20I,,166.67,0,0.0,
Luo Shilin,5,38,0,0,3,T20I,1.67,13.16,0,0.0,
U Bhagwan,5,4,1,0,1,T20I,5.0,125.0,4,80.0,4.0
Bashir Ahmad,5,4,1,0,1,T20I,5.0,125.0,4,80.0,4.0
D Paterson,5,2,1,0,1,T20I,5.0,250.0,4,80.0,2.0
Ma Qiancheng,5,53,0,0,6,T20I,0.83,9.43,0,0.0,
JP Cabrera,5,5,1,0,0,T20I,,100.0,4,80.0,5.0
J Edwards,5,6,0,0,1,T20I,5.0,83.33,0,0.0,
Musa Khan Ahmadzai,5,13,0,0,1,T20I,5.0,38.46,0,0.0,
Joshua Asia,5,19,0,0,4,T20I,1.25,26.32,0,0.0,
MH Oman,5,22,0,0,2,T20I,2.5,22.73,0,0.0,
CS Martin,5,6,0,0,0,T20I,,83.33,0,0.0,
RJ Sidebottom,5,4,1,0,0,T20I,,125.0,4,80.0,4.0
Saurabh Kumar,5,26,0,0,4,T20I,1.25,19.23,0,0.0,
Mansoor Shah,5,8,0,0,0,T20I,,62.5,0,0.0,
Khawar Zafar,5,3,1,0,1,T20I,5.0,166.67,4,80.0,3.0
AG Prince,5,6,0,0,0,T20I,,83.33,0,0.0,
P Abhijit,5,9,1,0,2,T20I,2.5,55.56,4,80.0,9.0
DL Richards,5,5,1,0,0,T20I,,100.0,4,80.0,5.0
R Mbaiwa,5,15,0,0,2,T20I,2.5,33.33,0,0.0,
LW Potthoff,5,10,0,0,0,T20I,,50.0,0,0.0,
J Blades,5,13,0,0,0,T20I,,38.46,0,0.0,
MS Atapattu,5,8,0,0,1,T20I,5.0,62.5,0,0.0,
S Franklin,5,7,0,0,1,T20I,5.0,71.43,0,0.0,
R Thapliyal,5,16,0,0,1,T20I,5.0,31.25,0,0.0,
N M'shangwe,5,4,1,0,1,T20I,5.0,125.0,4,80.0,4.0
LP Kasturiarachchige,5,3,1,0,0,T20I,,166.67,4,80.0,3.0
TCR Kimber,5,13,0,0,3,T20I,1.67,38.46,0,0.0,
R Telemachus,5,3,0,0,0,T20I,,166.67,0,0.0,
Sivakumar,5,13,0,0,0,T20I,,38.46,0,0.0,
J Sebanja,5,8,0,0,2,T20I,2.5,62.5,0,0.0,
Rohan Bhavesh Patel,5,8,0,0,0,T20I,,62.5,0,0.0,
J Proctor,5,18,0,0,2,T20I,2.5,27.78,0,0.0,
AM McCarthy,5,8,0,0,1,T20I,5.0,62.5,0,0.0,
MW Parkinson,5,12,1,0,4,T20I,1.25,41.67,4,80.0,12.0
VRB Arachchige,5,3,1,0,0,T20I,,166.67,4,80.0,3.0
Husnain Kabeer,5,6,0,0,1,T20I,5.0,83.33,0,0.0,
Bipin Kumar,5,12,0,0,2,T20I,2.5,41.67,0,0.0,
R Johnson,5,10,1,0,2,T20I,2.5,50.0,4,80.0,10.0
D Kegasitswe,5,11,0,0,0,T20I,,45.45,0,0.0,
Ismail Sardar,5,17,0,0,2,T20I,2.5,29.41,0,0.0,
M Mwamadi,5,11,0,0,0,T20I,,45.45,0,0.0,
Ikbal Hossain,5,3,1,0,0,T20I,,166.67,4,80.0,3.0
Adnan Anwar,5,2,1,0,0,T20I,,250.0,4,80.0,2.0
YJC Altamirano,5,22,0,0,4,T20I,1.25,22.73,0,0.0,
NB Budayair,5,16,0,0,2,T20I,2.5,31.25,0,0.0,
Farhan Ahmed,4,8,0,0,1,T20I,4.0,50.0,0,0.0,
Mohammad Irfan,4,8,0,0,0,T20I,,50.0,0,0.0,
PR Brown,4,9,0,0,0,T20I,,44.44,0,0.0,
DT Doram,4,7,0,0,0,T20I,,57.14,0,0.0,
MR Dorgan,4,9,0,0,1,T20I,4.0,44.44,0,0.0,
JNT Seales,4,4,1,0,1,T20I,4.0,100.0,4,100.0,4.0
TD Astle,4,10,0,0,2,T20I,2.0,40.0,0,0.0,
PA Desai,4,7,0,0,0,T20I,,57.14,0,0.0,
Elan Talker,4,3,0,0,0,T20I,,133.33,0,0.0,
R Parkin,4,4,1,0,2,T20I,2.0,100.0,4,100.0,4.0
GE Mathurin,4,5,0,0,0,T20I,,80.0,0,0.0,
KDACK Gunarathne,4,18,0,0,2,T20I,2.0,22.22,0,0.0,
L Wood,4,6,0,0,1,T20I,4.0,66.67,0,0.0,
IW Budiarta,4,5,1,0,2,T20I,2.0,80.0,4,100.0,5.0
J Kemp,4,7,0,0,2,T20I,2.0,57.14,0,0.0,
CR Suryawanshi,4,8,0,0,2,T20I,2.0,50.0,0,0.0,
N Advani,4,14,0,0,2,T20I,2.0,28.57,0,0.0,
N Katechis,4,17,0,0,1,T20I,4.0,23.53,0,0.0,
Lovedeep Singh,4,12,0,0,3,T20I,1.33,33.33,0,0.0,
Lemar Momand,4,11,0,0,1,T20I,4.0,36.36,0,0.0,
Abrar Ahmed,4,13,0,0,2,T20I,2.0,30.77,0,0.0,
Imran Haider,4,8,0,0,0,T20I,,50.0,0,0.0,
D Simpson,4,5,0,0,1,T20I,4.0,80.0,0,0.0,
L Nyarko,4,7,1,0,2,T20I,2.0,57.14,4,100.0,7.0
Waqar Ali,4,6,0,0,1,T20I,4.0,66.67,0,0.0,
ADL Stokoe,4,9,0,0,1,T20I,4.0,44.44,0,0.0,
Altaf Gill,4,19,0,0,2,T20I,2.0,21.05,0,0.0,
T Thushara,4,8,0,0,2,T20I,2.0,50.0,0,0.0,
K Thuchila,4,14,0,0,4,T20I,1.0,28.57,0,0.0,
Shan Siddiqui,4,3,1,0,1,T20I,4.0,133.33,4,100.0,3.0
NM Lyon,4,4,0,0,0,T20I,,100.0,0,0.0,
B Leo,4,12,0,0,1,T20I,4.0,33.33,0,0.0,
LKW Ezechiel,4,25,0,0,3,T20I,1.33,16.0,0,0.0,
SP Terry,4,6,0,0,1,T20I,4.0,66.67,0,0.0,
GJ Batty,4,7,0,0,1,T20I,4.0,57.14,0,0.0,
Komang Putra,4,6,0,0,0,T20I,,66.67,0,0.0,
Gaba Frank,4,8,0,0,1,T20I,4.0,50.0,0,0.0,
Aue Oru,4,11,0,0,1,T20I,4.0,36.36,0,0.0,
RJ Ramjiawan,4,9,0,0,1,T20I,4.0,44.44,0,0.0,
J Chaturanga,4,7,0,0,2,T20I,2.0,57.14,0,0.0,
Cihan Altun,4,2,1,0,1,T20I,4.0,200.0,4,100.0,2.0
D Faletar,4,15,1,0,2,T20I,2.0,26.67,4,100.0,15.0
Bhumeshswar Jagroo,4,8,1,0,1,T20I,4.0,50.0,4,100.0,8.0
JOA Gordon,4,8,0,0,0,T20I,,50.0,0,0.0,
Rizwan Mangera,4,24,0,0,3,T20I,1.33,16.67,0,0.0,
Alfredo Puentes,4,19,0,0,0,T20I,,21.05,0,0.0,
J Kunnanchirakkal,4,6,0,0,2,T20I,2.0,66.67,0,0.0,
V Nagpaul,4,7,0,0,1,T20I,4.0,57.14,0,0.0,
H Klazinge,4,8,0,0,1,T20I,4.0,50.0,0,0.0,
FN Walsh,4,7,0,0,1,T20I,4.0,57.14,0,0.0,
Neeraj Mishra,4,10,1,0,2,T20I,2.0,40.0,4,100.0,10.0
Kaung Ko Ko,4,6,0,0,1,T20I,4.0,66.67,0,0.0,
Kaung Htet Kyaw,4,10,0,0,1,T20I,4.0,40.0,0,0.0,
Adnan Tahir,4,6,0,0,1,T20I,4.0,66.67,0,0.0,
D Mullen,4,5,0,0,1,T20I,4.0,80.0,0,0.0,
Syed Ali Gillani,4,4,0,0,0,T20I,,100.0,0,0.0,
DK Dahani,4,4,1,0,1,T20I,4.0,100.0,4,100.0,4.0
CK Langeveldt,4,8,0,0,1,T20I,4.0,50.0,0,0.0,
A Andrews,4,6,1,0,1,T20I,4.0,66.67,4,100.0,6.0
Guillermo Aburto,4,10,1,0,1,T20I,4.0,40.0,4,100.0,10.0
M Musinguzi,4,4,0,0,0,T20I,,100.0,0,0.0,
T Makaya,4,6,1,0,1,T20I,4.0,66.67,4,100.0,6.0
JE Scott,4,7,0,0,2,T20I,2.0,57.14,0,0.0,
Khalander Mustafa,4,1,1,0,0,T20I,,400.0,4,100.0,1.0
Mrittunjoy Chowdhury,4,11,0,0,1,T20I,4.0,36.36,0,0.0,
N Thushara,4,24,0,0,0,T20I,,16.67,0,0.0,
Muhammad Saqlain,4,10,1,0,3,T20I,1.33,40.0,4,100.0,10.0
C Tchale,4,11,1,0,3,T20I,1.33,36.36,4,100.0,11.0
Du Jianyao,4,12,0,0,2,T20I,2.0,33.33,0,0.0,
Shagharai Sefat,4,11,0,0,2,T20I,2.0,36.36,0,0.0,
Muhammad Jabir,4,21,0,0,3,T20I,1.33,19.05,0,0.0,
Saqib Naveed,4,14,0,0,0,T20I,,28.57,0,0.0,
M Manivannan,4,7,1,0,0,T20I,,57.14,4,100.0,7.0
KA Bazil,4,12,0,0,3,T20I,1.33,33.33,0,0.0,
Naiem Bameri,4,16,0,0,1,T20I,4.0,25.0,0,0.0,
Hardeep Singh,4,1,1,0,0,T20I,,400.0,4,100.0,1.0
DE Martel,4,9,0,0,1,T20I,4.0,44.44,0,0.0,
Zikria Islam,4,16,0,0,2,T20I,2.0,25.0,0,0.0,
Muhammad Rohid,4,3,0,0,1,T20I,4.0,133.33,0,0.0,
Simba Mbaki,4,7,0,0,1,T20I,4.0,57.14,0,0.0,
K Moses,4,7,0,0,1,T20I,4.0,57.14,0,0.0,
Saqlain Mukhtar,4,4,0,0,0,T20I,,100.0,0,0.0,
Arif Hosen,4,36,0,0,5,T20I,0.8,11.11,0,0.0,
Munthir Al Balushi,4,9,0,0,1,T20I,4.0,44.44,0,0.0,
JF Bangura,4,11,0,0,1,T20I,4.0,36.36,0,0.0,
A Karn,4,7,0,0,1,T20I,4.0,57.14,0,0.0,
V Mitari,4,11,0,0,2,T20I,2.0,36.36,0,0.0,
CJ Boyce,4,7,0,0,1,T20I,4.0,57.14,0,0.0,
NJ Reardon,4,8,0,0,1,T20I,4.0,50.0,0,0.0,
Mohammad Tauqir,4,6,1,0,1,T20I,4.0,66.67,4,100.0,6.0
JM Muirhead,4,8,0,0,1,T20I,4.0,50.0,0,0.0,
MM Sharma,3,8,0,0,0,T20I,,37.5,0,0.0,
BLCS Kumara,3,8,0,0,2,T20I,1.5,37.5,0,0.0,
AM Guruge,3,8,0,0,1,T20I,3.0,37.5,0,0.0,
ST de Silva,3,7,0,0,2,T20I,1.5,42.86,0,0.0,
Hassan Nasir,3,3,0,0,0,T20I,,100.0,0,0.0,
Samiallah Khalil,3,6,0,0,2,T20I,1.5,50.0,0,0.0,
Salman Sharjeel,3,4,0,0,1,T20I,3.0,75.0,0,0.0,
Rahim Khan,3,5,0,0,0,T20I,,60.0,0,0.0,
J Anderson,3,5,0,0,1,T20I,3.0,60.0,0,0.0,
MM Sarwar,3,3,0,0,0,T20I,,100.0,0,0.0,
Hwanhee Lee,3,6,0,0,0,T20I,,50.0,0,0.0,
H Pile,3,8,0,0,1,T20I,3.0,37.5,0,0.0,
JO Ngoche,3,16,0,0,1,T20I,3.0,18.75,0,0.0,
KK Dobell,3,6,0,0,1,T20I,3.0,50.0,0,0.0,
Raunaq Kapur,3,5,0,0,1,T20I,3.0,60.0,0,0.0,
MC Bascombe,3,9,0,0,1,T20I,3.0,33.33,0,0.0,
C Cassell,3,6,0,0,1,T20I,3.0,50.0,0,0.0,
Prashant Shukla,3,4,0,0,0,T20I,,75.0,0,0.0,
Q Stephens,3,13,0,0,4,T20I,0.75,23.08,0,0.0,
J Moondra,3,3,0,0,0,T20I,,100.0,0,0.0,
Harpreet Singh,3,10,0,0,2,T20I,1.5,30.0,0,0.0,
O Duff,3,2,0,0,1,T20I,3.0,150.0,0,0.0,
Amir Hayat,3,6,0,0,2,T20I,1.5,50.0,0,0.0,
Muhammad Tahir,3,11,0,0,1,T20I,3.0,27.27,0,0.0,
A Dowling,3,10,0,0,1,T20I,3.0,30.0,0,0.0,
WT Mubayiwa,3,4,0,0,0,T20I,,75.0,0,0.0,
KAJ Roach,3,2,0,0,0,T20I,,150.0,0,0.0,
Rajab Hussain,3,6,0,0,1,T20I,3.0,50.0,0,0.0,
R Brar,3,8,0,0,1,T20I,3.0,37.5,0,0.0,
AD Fofana,3,19,0,0,2,T20I,1.5,15.79,0,0.0,
Nazmul Hossain,3,15,0,0,0,T20I,,20.0,0,0.0,
WT Gavera,3,6,0,0,2,T20I,1.5,50.0,0,0.0,
D Dawa,3,7,0,0,0,T20I,,42.86,0,0.0,
CV Varun,3,15,0,0,3,T20I,1.0,20.0,0,0.0,
Lwin Maw,3,6,0,0,1,T20I,3.0,50.0,0,0.0,
AT Chuvale,3,8,0,0,0,T20I,,37.5,0,0.0,
Vinod Kumar,3,4,0,0,1,T20I,3.0,75.0,0,0.0,
A Chenthamara,3,12,0,0,0,T20I,,25.0,0,0.0,
MJ Tugaga,3,3,0,0,1,T20I,3.0,100.0,0,0.0,
E Walker,3,19,0,0,0,T20I,,15.79,0,0.0,
Hamza Tahir,3,7,0,0,1,T20I,3.0,42.86,0,0.0,
B Passoni,3,11,0,0,0,T20I,,27.27,0,0.0,
R Broaster,3,7,0,0,1,T20I,3.0,42.86,0,0.0,
MK Gnanasekaram,3,7,0,0,1,T20I,3.0,42.86,0,0.0,
P Madhukar,3,7,0,0,0,T20I,,42.86,0,0.0,
B Lewis,3,8,0,0,1,T20I,3.0,37.5,0,0.0,
C Stephenson,3,16,0,0,3,T20I,1.0,18.75,0,0.0,
P Desungnoen,3,4,0,0,1,T20I,3.0,75.0,0,0.0,
K Sinclair,3,9,0,0,1,T20I,3.0,33.33,0,0.0,
H Hajnic,3,47,0,0,1,T20I,3.0,6.38,0,0.0,
K Namchaikul,3,14,0,0,4,T20I,0.75,21.43,0,0.0,
RP Singh,3,3,0,0,0,T20I,,100.0,0,0.0,
D Bourne,3,6,0,0,1,T20I,3.0,50.0,0,0.0,
JAR Blain,3,3,0,0,1,T20I,3.0,100.0,0,0.0,
P Jirapatananukul,3,11,0,0,2,T20I,1.5,27.27,0,0.0,
TCW Veillard,3,5,0,0,0,T20I,,60.0,0,0.0,
IGTR Kumara,3,12,0,0,1,T20I,3.0,25.0,0,0.0,
Bashir Shah,3,7,0,0,1,T20I,3.0,42.86,0,0.0,
M Faheem,3,7,0,0,3,T20I,1.0,42.86,0,0.0,
TK Lal,3,2,0,0,0,T20I,,150.0,0,0.0,
Zwe Htet Paing,3,6,0,0,1,T20I,3.0,50.0,0,0.0,
Imran Yousaf,3,6,0,0,0,T20I,,50.0,0,0.0,
KK Sharma,3,9,0,0,1,T20I,3.0,33.33,0,0.0,
GJP Kruger,3,5,0,0,1,T20I,3.0,60.0,0,0.0,
SA van Breda,3,8,0,0,1,T20I,3.0,37.5,0,0.0,
Z Motara,3,4,0,0,1,T20I,3.0,75.0,0,0.0,
Basharat Hussain,3,16,0,0,1,T20I,3.0,18.75,0,0.0,
NL Ujawe,3,4,0,0,1,T20I,3.0,75.0,0,0.0,
KAB Hynam-Nyberg,3,4,0,0,1,T20I,3.0,75.0,0,0.0,
Wang Qi,3,17,0,0,2,T20I,1.5,17.65,0,0.0,
CL Cairns,3,14,0,0,2,T20I,1.5,21.43,0,0.0,
MS Kasprowicz,3,6,0,0,0,T20I,,50.0,0,0.0,
E Samson,3,3,0,0,1,T20I,3.0,100.0,0,0.0,
Nestor Dhamba,3,6,0,0,1,T20I,3.0,50.0,0,0.0,
R Olipa,3,4,0,0,1,T20I,3.0,75.0,0,0.0,
Ibrahim Karim,3,6,0,0,1,T20I,3.0,50.0,0,0.0,
L Mutale,3,5,0,0,1,T20I,3.0,60.0,0,0.0,
Fawad Ahmed,3,5,0,0,0,T20I,,60.0,0,0.0,
Yash Singh,3,12,0,0,1,T20I,3.0,25.0,0,0.0,
Saqlain Ali,3,9,0,0,2,T20I,1.5,33.33,0,0.0,
Haroon Mughal,3,8,0,0,3,T20I,1.0,37.5,0,0.0,
IGTP Wiguna,3,10,0,0,0,T20I,,30.0,0,0.0,
SK Lahiri,3,7,0,0,1,T20I,3.0,42.86,0,0.0,
Y Cariah,3,4,0,0,0,T20I,,75.0,0,0.0,
T Sangha,2,4,0,0,0,T20I,,50.0,0,0.0,
CJ Green,2,3,0,0,0,T20I,,66.67,0,0.0,
Tasaduq Hussain,2,6,0,0,2,T20I,1.0,33.33,0,0.0,
KMC Bandara,2,4,0,0,0,T20I,,50.0,0,0.0,
S Stanikzay,2,5,0,0,3,T20I,0.67,40.0,0,0.0,
Aslam Bera,2,9,0,0,4,T20I,0.5,22.22,0,0.0,
Emran Shahbakhsh,2,2,0,0,0,T20I,,100.0,0,0.0,
Aviel Warsulkar,2,3,0,0,0,T20I,,66.67,0,0.0,
Waseeq Ahmed,2,3,0,0,0,T20I,,66.67,0,0.0,
Hafiz Qaleem,2,4,0,0,1,T20I,2.0,50.0,0,0.0,
Junaed Mullah,2,12,0,0,1,T20I,2.0,16.67,0,0.0,
Anmoldeep Singh,2,7,0,0,1,T20I,2.0,28.57,0,0.0,
Abu Zar,2,4,0,0,1,T20I,2.0,50.0,0,0.0,
Sumit Singh,2,8,0,0,1,T20I,2.0,25.0,0,0.0,
Harry Johnson,2,3,0,0,1,T20I,2.0,66.67,0,0.0,
SJ Patel,2,13,0,0,3,T20I,0.67,15.38,0,0.0,
R Vishwanath,2,3,0,0,0,T20I,,66.67,0,0.0,
Ahmad Raza,2,4,0,0,0,T20I,,50.0,0,0.0,
AJ Parmar,2,8,0,0,1,T20I,2.0,25.0,0,0.0,
DKD Warnakulasuriya,2,14,0,0,1,T20I,2.0,14.29,0,0.0,
BP Adapaka,2,4,0,0,1,T20I,2.0,50.0,0,0.0,
NG Smith,2,4,0,0,0,T20I,,50.0,0,0.0,
Syed Jawad Haider,2,5,0,0,1,T20I,2.0,40.0,0,0.0,
A Kansonkho,2,5,0,0,2,T20I,1.0,40.0,0,0.0,
Akash Babu,2,6,0,0,3,T20I,0.67,33.33,0,0.0,
A Orfila,2,10,0,0,2,T20I,1.0,20.0,0,0.0,
R Vinay Kumar,2,4,0,0,0,T20I,,50.0,0,0.0,
RDS Morein,2,11,0,0,1,T20I,2.0,18.18,0,0.0,
Sufyan Yousaf,2,4,0,0,1,T20I,2.0,50.0,0,0.0,
Shahrukh Quddus,2,6,0,0,0,T20I,,33.33,0,0.0,
RJ Harris,2,1,0,0,0,T20I,,200.0,0,0.0,
UWMBCA Welegedara,2,3,0,0,0,T20I,,66.67,0,0.0,
Aarnav Patel,2,7,0,0,0,T20I,,28.57,0,0.0,
W Kokaua,2,5,0,0,0,T20I,,40.0,0,0.0,
Azin Rafeeg,2,6,0,0,0,T20I,,33.33,0,0.0,
EF Faalupega,2,6,0,0,2,T20I,1.0,33.33,0,0.0,
Yin Chenhao,2,14,0,0,2,T20I,1.0,14.29,0,0.0,
L Zulu,2,5,0,0,1,T20I,2.0,40.0,0,0.0,
S Nsubuga,2,6,0,0,2,T20I,1.0,33.33,0,0.0,
Aakash Chand,2,6,0,0,0,T20I,,33.33,0,0.0,
G Johnson,2,12,0,0,0,T20I,,16.67,0,0.0,
Saif Ullah Malik,2,3,0,0,1,T20I,2.0,66.67,0,0.0,
IC Simao,2,12,0,0,3,T20I,0.67,16.67,0,0.0,
MVT Fernando,2,2,0,0,1,T20I,2.0,100.0,0,0.0,
JI de Villiers,2,5,0,0,2,T20I,1.0,40.0,0,0.0,
S Pitabeddara,2,8,0,0,4,T20I,0.5,25.0,0,0.0,
M Martin,2,6,0,0,1,T20I,2.0,33.33,0,0.0,
KA Jadhav,2,14,0,0,1,T20I,2.0,14.29,0,0.0,
J Long,2,7,0,0,0,T20I,,28.57,0,0.0,
Mohomed Saddam,2,11,0,0,2,T20I,1.0,18.18,0,0.0,
Bilal Aftab,2,3,0,0,1,T20I,2.0,66.67,0,0.0,
A Bhagwat,2,9,0,0,3,T20I,0.67,22.22,0,0.0,
Khurram Shahzad,2,12,0,0,2,T20I,1.0,16.67,0,0.0,
RJ Gleeson,2,4,0,0,2,T20I,1.0,50.0,0,0.0,
PK Dimitri,2,11,0,0,2,T20I,1.0,18.18,0,0.0,
JP Bray,2,17,0,0,2,T20I,1.0,11.76,0,0.0,
Rahman Ademi,2,12,0,0,3,T20I,0.67,16.67,0,0.0,
R Lekai,2,2,0,0,1,T20I,2.0,100.0,0,0.0,
T Moses,2,5,0,0,0,T20I,,40.0,0,0.0,
J Khadka,2,5,0,0,1,T20I,2.0,40.0,0,0.0,
A Lazic,2,3,0,0,1,T20I,2.0,66.67,0,0.0,
I Bardis,2,6,0,0,1,T20I,2.0,33.33,0,0.0,
BW Hilfenhaus,2,10,0,0,2,T20I,1.0,20.0,0,0.0,
LL Tsotsobe,2,10,0,0,1,T20I,2.0,20.0,0,0.0,
Mobashar Ashraf,2,5,0,0,1,T20I,2.0,40.0,0,0.0,
Ajaz Patel,2,12,0,0,2,T20I,1.0,16.67,0,0.0,
S Vijayakumar,2,5,0,0,2,T20I,1.0,40.0,0,0.0,
Franz Bur,2,7,0,0,0,T20I,,28.57,0,0.0,
GHS Garton,2,4,0,0,1,T20I,2.0,50.0,0,0.0,
Sareer Shah,2,6,0,0,2,T20I,1.0,33.33,0,0.0,
H Elder,2,3,0,0,1,T20I,2.0,66.67,0,0.0,
Muzammil Shahzad,2,16,0,0,3,T20I,0.67,12.5,0,0.0,
RP Mitchell,2,5,0,0,0,T20I,,40.0,0,0.0,
Ronald Ebanks,2,6,0,0,3,T20I,0.67,33.33,0,0.0,
AAH Bhikari,2,11,0,0,2,T20I,1.0,18.18,0,0.0,
K Fubler,2,2,0,0,0,T20I,,100.0,0,0.0,
B Angeltti,2,9,0,0,2,T20I,1.0,22.22,0,0.0,
HB Shipley,2,2,0,0,0,T20I,,100.0,0,0.0,
Choudhry Md Imran,2,3,0,0,2,T20I,1.0,66.67,0,0.0,
MJ Mason,2,2,0,0,1,T20I,2.0,100.0,0,0.0,
L Stubbs,2,24,0,0,3,T20I,0.67,8.33,0,0.0,
S di Bartolomeo,2,2,0,0,0,T20I,,100.0,0,0.0,
D Mogan,2,8,0,0,1,T20I,2.0,25.0,0,0.0,
Abu Jayed,2,3,0,0,1,T20I,2.0,66.67,0,0.0,
CV Harrison,2,4,0,0,0,T20I,,50.0,0,0.0,
Mongdara Sok,2,9,0,0,2,T20I,1.0,22.22,0,0.0,
R Tanna,2,3,0,0,0,T20I,,66.67,0,0.0,
BS Sandhu,2,5,0,0,1,T20I,2.0,40.0,0,0.0,
SFS Cheema,2,9,0,0,4,T20I,0.5,22.22,0,0.0,
Mihir Patel,2,2,0,0,1,T20I,2.0,100.0,0,0.0,
RJ Kirtley,2,4,0,0,0,T20I,,50.0,0,0.0,
Jandu Hamoud,2,4,0,0,1,T20I,2.0,50.0,0,0.0,
G Campbell,2,9,0,0,1,T20I,2.0,22.22,0,0.0,
K Nima,2,3,0,0,0,T20I,,66.67,0,0.0,
SS Kang,2,9,0,0,2,T20I,1.0,22.22,0,0.0,
GJ Snyman,2,6,0,0,1,T20I,2.0,33.33,0,0.0,
R Patten,2,9,0,0,1,T20I,2.0,22.22,0,0.0,
Mario Ovalle,2,8,0,0,1,T20I,2.0,25.0,0,0.0,
PKD Chase,2,9,0,0,0,T20I,,22.22,0,0.0,
Faizal Salehji,2,2,0,0,1,T20I,2.0,100.0,0,0.0,
Anskumar Ahir,2,6,0,0,0,T20I,,33.33,0,0.0,
M Gherasim,2,7,0,0,1,T20I,2.0,28.57,0,0.0,
Ignacio Lisboa,2,6,0,0,1,T20I,2.0,33.33,0,0.0,
TO Thilappan,2,10,0,0,3,T20I,0.67,20.0,0,0.0,
AR Menon,2,5,0,0,1,T20I,2.0,40.0,0,0.0,
SA Pradhan,2,6,0,0,0,T20I,,33.33,0,0.0,
K Takahashi,2,3,0,0,1,T20I,2.0,66.67,0,0.0,
M Labuschagne,2,5,0,0,1,T20I,2.0,40.0,0,0.0,
PM Liyanagamage,2,4,0,0,1,T20I,2.0,50.0,0,0.0,
Usman Shinwari,2,3,0,0,0,T20I,,66.67,0,0.0,
Najeeb Amar,2,9,0,0,1,T20I,2.0,22.22,0,0.0,
P Buccimazza,2,14,0,0,2,T20I,1.0,14.29,0,0.0,
L Nou,2,4,0,0,0,T20I,,50.0,0,0.0,
AK Mandal,2,9,0,0,1,T20I,2.0,22.22,0,0.0,
Zaheer Maqsood,2,5,0,0,1,T20I,2.0,40.0,0,0.0,
Qi Shuai,2,2,0,0,0,T20I,,100.0,0,0.0,
A Bhattarai,2,3,0,0,1,T20I,2.0,66.67,0,0.0,
GRD Munasinghe,1,10,0,0,3,T20I,0.33,10.0,0,0.0,
Sandeep Sharma,1,1,0,0,0,T20I,,100.0,0,0.0,
NSK Mehta,1,3,0,0,2,T20I,0.5,33.33,0,0.0,
S Browne,1,9,0,0,2,T20I,0.5,11.11,0,0.0,
J Mathew,1,1,0,0,0,T20I,,100.0,0,0.0,
RD McCann,1,2,0,0,1,T20I,1.0,50.0,0,0.0,
N Ndouteng,1,5,0,0,1,T20I,1.0,20.0,0,0.0,
S Ogundipe,1,3,0,0,0,T20I,,33.33,0,0.0,
P Sadev,1,4,0,0,1,T20I,1.0,25.0,0,0.0,
Toqeer Ahmad,1,4,0,0,2,T20I,0.5,25.0,0,0.0,
MP Yadav,1,1,0,0,0,T20I,,100.0,0,0.0,
I Uboh,1,4,0,0,0,T20I,,25.0,0,0.0,
MDK Perera,1,8,0,0,2,T20I,0.5,12.5,0,0.0,
K Kubota,1,2,0,0,0,T20I,,50.0,0,0.0,
B Shikongo,1,7,0,0,3,T20I,0.33,14.29,0,0.0,
Sukhjinder Singh,1,4,0,0,0,T20I,,25.0,0,0.0,
Imtiaz Khan,1,1,0,0,0,T20I,,100.0,0,0.0,
M Brasier,1,4,0,0,1,T20I,1.0,25.0,0,0.0,
P Hingorani,1,6,0,0,1,T20I,1.0,16.67,0,0.0,
Santosh Yadav,1,4,0,0,1,T20I,1.0,25.0,0,0.0,
Musawar Shah,1,1,0,0,0,T20I,,100.0,0,0.0,
Mohammad Atif,1,2,0,0,1,T20I,1.0,50.0,0,0.0,
Mohammad Ali,1,1,0,0,0,T20I,,100.0,0,0.0,
IIR Bhana,1,3,0,0,1,T20I,1.0,33.33,0,0.0,
B Wentzel,1,2,0,0,1,T20I,1.0,50.0,0,0.0,
Adnan Shnwarei,1,3,0,0,1,T20I,1.0,33.33,0,0.0,
I Mustafoev,1,8,0,0,1,T20I,1.0,12.5,0,0.0,
O Qudratov,1,3,0,0,1,T20I,1.0,33.33,0,0.0,
N Nankov,1,6,0,0,1,T20I,1.0,16.67,0,0.0,
R Dhawan,1,3,0,0,0,T20I,,33.33,0,0.0,
DS Kulkarni,1,2,0,0,0,T20I,,50.0,0,0.0,
